Player,Team,Season,Season Type,Games,AbvBrk3_Usage,MR_Usage,Paint_Usage,RA_Usage,RC3_Usage,LC3_Usage,BC_Usage,AbvBrk3%,MR%,Paint%,RA%,RC3%,LC3%,BC3%
Player,Team,Season,Season Type,Games,Above the Break 3-Usage,Mid-Range-Usage,In The Paint (Non-RA)-Usage,Restricted Area-Usage,Right Corner 3-Usage,Left Corner 3-Usage,Backcourt-Usage,Above the Break 3 %,Mid-Range %,In The Paint (Non-RA) %,Restricted Area %,Right Corner 3 %,Left Corner 3 %,Backcourt %
Ryan Robertson,Kings,1999-2000,REG,1,16.67,33.33,0.00,33.33,16.67,0.00,0.00,0.000,0.500,0.000,0.500,0.000,0.000,0.000
A.J. Bramlett,Cavaliers,1999-2000,REG,8,0.00,9.52,19.05,71.43,0.00,0.00,0.00,0.000,0.000,0.000,0.267,0.000,0.000,0.000
Laron Profit,Wizards,1999-2000,REG,33,22.03,30.51,8.47,32.20,5.08,1.69,0.00,0.077,0.278,0.000,0.684,0.667,0.000,0.000
Obinna Ekezie,Grizzlies,1999-2000,REG,39,0.00,10.23,40.91,48.86,0.00,0.00,0.00,0.000,0.111,0.389,0.605,0.000,0.000,0.000
Calvin Booth,Wizards,1999-2000,REG,11,0.00,26.09,32.61,41.30,0.00,0.00,0.00,0.000,0.083,0.133,0.684,0.000,0.000,0.000
Evan Eschmeyer,Nets,1999-2000,REG,31,0.00,8.33,26.39,65.28,0.00,0.00,0.00,0.000,0.500,0.263,0.638,0.000,0.000,0.000
Chris Herren,Nuggets,1999-2000,REG,45,45.16,4.03,9.68,32.26,4.84,4.03,0.00,0.375,0.400,0.250,0.400,0.167,0.400,0.000
Michael Ruffin,Bulls,1999-2000,REG,71,0.00,11.59,13.77,74.64,0.00,0.00,0.00,0.000,0.188,0.263,0.485,0.000,0.000,0.000
John Celestand,Lakers,1999-2000,REG,16,20.00,33.33,15.56,31.11,0.00,0.00,0.00,0.222,0.200,0.286,0.571,0.000,0.000,0.000
Scott Padgett,Jazz,1999-2000,REG,47,22.86,32.14,14.29,22.86,1.43,6.43,0.00,0.344,0.311,0.150,0.438,0.500,0.111,0.000
Jumaine Jones,76ers,1999-2000,REG,32,5.17,58.62,6.90,27.59,0.00,1.72,0.00,0.333,0.441,0.000,0.313,0.000,1.000,0.000
Vonteego Cummings,Warriors,1999-2000,REG,74,18.47,42.90,12.52,21.53,2.60,1.83,0.15,0.322,0.381,0.366,0.560,0.235,0.500,0.000
Tim James,Heat,1999-2000,REG,4,0.00,57.14,14.29,28.57,0.00,0.00,0.00,0.000,0.375,0.000,0.500,0.000,0.000,0.000
Devean George,Lakers,1999-2000,REG,46,20.83,18.06,11.11,38.19,2.78,8.33,0.69,0.400,0.308,0.063,0.564,0.250,0.250,0.000
Kenny Thomas,Rockets,1999-2000,REG,72,19.96,20.90,15.07,41.24,1.13,1.69,0.00,0.255,0.279,0.400,0.534,0.167,0.444,0.000
Jeff Foster,Pacers,1999-2000,REG,19,4.35,21.74,13.04,60.87,0.00,0.00,0.00,0.000,0.200,1.000,0.643,0.000,0.000,0.000
Dion Glover,Hawks,1999-2000,REG,30,24.56,15.20,12.87,45.61,1.75,0.00,0.00,0.262,0.269,0.227,0.538,0.333,0.000,0.000
Quincy Lewis,Jazz,1999-2000,REG,74,14.09,43.62,9.40,26.17,3.36,3.02,0.34,0.381,0.277,0.250,0.577,0.300,0.444,0.000
James Posey,Nuggets,1999-2000,REG,81,22.20,24.44,3.73,30.78,9.51,9.14,0.19,0.353,0.328,0.050,0.630,0.510,0.286,0.000
Cal Bowdler,Hawks,1999-2000,REG,45,0.87,47.83,12.17,39.13,0.00,0.00,0.00,0.000,0.345,0.357,0.556,0.000,0.000,0.000
Metta World Peace,Bulls,1999-2000,REG,72,17.26,27.93,8.04,38.87,4.48,3.16,0.26,0.336,0.330,0.213,0.563,0.265,0.292,0.000
William Avery,Timberwolves,1999-2000,REG,58,25.97,35.91,8.84,20.44,2.21,6.08,0.55,0.298,0.292,0.375,0.351,0.250,0.273,0.000
Corey Maggette,Magic,1999-2000,REG,77,1.07,38.17,12.58,46.91,0.64,0.21,0.43,0.000,0.346,0.339,0.636,0.667,0.000,0.000
Aleksandar Radojevic,Raptors,1999-2000,REG,3,0.00,28.57,0.00,71.43,0.00,0.00,0.00,0.000,0.000,0.000,0.400,0.000,0.000,0.000
Trajan Langdon,Cavaliers,1999-2000,REG,9,40.00,30.00,5.00,17.50,5.00,2.50,0.00,0.375,0.333,0.000,0.429,0.500,1.000,0.000
Jason Terry,Hawks,1999-2000,REG,81,24.00,43.33,12.00,18.50,0.33,1.50,0.33,0.285,0.435,0.389,0.559,0.000,0.444,0.500
Shawn Marion,Suns,1999-2000,REG,51,2.12,43.74,13.80,37.79,1.70,0.85,0.00,0.100,0.354,0.323,0.697,0.250,0.250,0.000
Andre Miller,Cavaliers,1999-2000,REG,82,6.09,27.68,23.44,42.38,0.13,0.13,0.13,0.217,0.368,0.362,0.588,0.000,0.000,0.000
Richard Hamilton,Wizards,1999-2000,REG,71,9.26,52.56,15.70,19.01,0.99,2.48,0.00,0.339,0.403,0.368,0.548,0.333,0.467,0.000
Wally Szczerbiak,Timberwolves,1999-2000,REG,73,7.92,47.98,11.81,28.70,1.35,2.24,0.00,0.340,0.442,0.481,0.698,0.556,0.333,0.000
Jonathan Bender,Pacers,1999-2000,REG,24,11.43,37.14,22.86,22.86,2.86,2.86,0.00,0.250,0.269,0.375,0.500,0.000,0.000,0.000
Lamar Odom,Clippers,1999-2000,REG,76,14.26,22.17,23.73,38.09,0.98,0.49,0.29,0.370,0.313,0.350,0.600,0.200,0.600,0.000
Baron Davis,Hornets,1999-2000,REG,82,24.48,28.18,5.77,40.88,0.23,0.23,0.23,0.236,0.287,0.400,0.633,0.000,0.000,0.000
Steve Francis,Rockets,1999-2000,REG,77,24.17,26.59,10.21,35.81,1.25,1.88,0.09,0.337,0.377,0.263,0.625,0.500,0.333,0.000
Elton Brand,Bulls,1999-2000,REG,81,0.08,26.88,35.22,37.75,0.00,0.08,0.00,0.000,0.370,0.459,0.586,0.000,0.000,0.000
Randell Jackson,Mavericks,1999-2000,REG,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Charles R. Jones,Clippers,1999-2000,REG,56,49.25,16.42,6.97,18.41,4.48,4.48,0.00,0.293,0.182,0.214,0.514,0.444,0.556,0.000
Earl Boykins,"Magic, Cavaliers",1999-2000,REG,25,14.66,42.24,25.86,14.66,0.86,0.86,0.86,0.412,0.449,0.567,0.529,0.000,1.000,0.000
Anthony Carter,Heat,1999-2000,REG,79,2.95,47.54,14.93,33.20,0.00,0.39,0.98,0.133,0.322,0.316,0.574,0.000,0.000,0.000
Fred Vinson,SuperSonics,1999-2000,REG,8,5.88,17.65,17.65,23.53,5.88,29.41,0.00,1.000,0.333,0.000,0.500,0.000,0.200,0.000
Tyrone Nesby,Clippers,1999-2000,REG,73,24.48,32.46,11.91,25.03,2.08,3.93,0.11,0.357,0.330,0.257,0.629,0.316,0.222,0.000
Brad Miller,Hornets,1999-2000,REG,55,0.34,19.45,14.68,65.19,0.00,0.00,0.34,0.000,0.263,0.326,0.555,0.000,0.000,0.000
Damon Jones,"Warriors, Mavericks",1999-2000,REG,51,36.54,17.79,3.37,24.52,10.10,7.69,0.00,0.303,0.216,0.143,0.608,0.476,0.438,0.000
Ryan Bowen,Nuggets,1999-2000,REG,52,3.42,16.24,5.13,70.94,1.71,2.56,0.00,0.000,0.158,0.333,0.482,0.000,0.333,0.000
Greg Buckner,Mavericks,1999-2000,REG,47,8.58,20.60,21.89,46.35,1.29,1.29,0.00,0.450,0.313,0.353,0.630,0.333,0.000,0.000
Derrick Dial,Spurs,1999-2000,REG,8,17.39,43.48,2.17,28.26,4.35,4.35,0.00,0.250,0.250,0.000,0.692,0.000,0.500,0.000
Ryan Stack,Cavaliers,1999-2000,REG,25,1.96,37.25,15.69,45.10,0.00,0.00,0.00,0.000,0.368,0.125,0.391,0.000,0.000,0.000
Andrae Patterson,Timberwolves,1999-2000,REG,5,0.00,50.00,0.00,50.00,0.00,0.00,0.00,0.000,0.500,0.000,1.000,0.000,0.000,0.000
Toby Bailey,Suns,1999-2000,REG,46,2.86,42.86,9.29,40.00,3.57,0.71,0.71,0.250,0.367,0.154,0.554,0.400,0.000,0.000
Sean Marks,Raptors,1999-2000,REG,5,0.00,66.67,0.00,16.67,0.00,16.67,0.00,0.000,0.250,0.000,1.000,0.000,0.000,0.000
Jahidi White,Wizards,1999-2000,REG,80,0.00,5.11,16.67,78.22,0.00,0.00,0.00,0.000,0.261,0.307,0.565,0.000,0.000,0.000
Cuttino Mobley,Rockets,1999-2000,REG,81,23.33,28.84,9.84,32.68,3.15,1.77,0.39,0.367,0.341,0.300,0.611,0.344,0.333,0.000
Rafer Alston,Bucks,1999-2000,REG,27,5.26,57.89,14.74,12.63,2.11,6.32,1.05,0.000,0.291,0.286,0.333,0.500,0.333,0.000
Bruno Sundov,Mavericks,1999-2000,REG,14,0.00,48.39,16.13,35.48,0.00,0.00,0.00,0.000,0.400,0.400,0.364,0.000,0.000,0.000
DeMarco Johnson,Knicks,1999-2000,REG,4,0.00,33.33,11.11,55.56,0.00,0.00,0.00,0.000,0.333,0.000,0.400,0.000,0.000,0.000
Shammond Williams,SuperSonics,1999-2000,REG,38,29.33,36.89,8.44,18.67,2.67,4.00,0.00,0.348,0.361,0.211,0.619,0.167,0.000,0.000
Jelani McCoy,SuperSonics,1999-2000,REG,57,0.00,11.30,28.81,59.89,0.00,0.00,0.00,0.000,0.200,0.373,0.745,0.000,0.000,0.000
Rashard Lewis,SuperSonics,1999-2000,REG,82,14.31,30.39,13.43,35.16,3.89,2.83,0.00,0.296,0.326,0.434,0.739,0.409,0.375,0.000
Ruben Patterson,SuperSonics,1999-2000,REG,81,2.57,15.89,16.19,63.84,0.30,1.06,0.15,0.353,0.314,0.299,0.656,1.000,0.571,0.000
Nazr Mohammed,76ers,1999-2000,REG,28,0.00,18.52,44.44,37.04,0.00,0.00,0.00,0.000,0.200,0.208,0.700,0.000,0.000,0.000
Corey Benjamin,Bulls,1999-2000,REG,48,20.86,38.00,9.43,27.14,2.29,1.71,0.57,0.315,0.346,0.364,0.589,0.625,0.500,0.000
Vladimir Stepania,SuperSonics,1999-2000,REG,29,7.59,45.57,13.92,32.91,0.00,0.00,0.00,0.000,0.278,0.455,0.538,0.000,0.000,0.000
Sam Jacobson,"Lakers, Warriors",1999-2000,REG,52,7.08,50.94,16.04,21.70,2.83,1.42,0.00,0.333,0.537,0.412,0.587,0.500,0.333,0.000
Al Harrington,Pacers,1999-2000,REG,50,4.92,28.79,19.70,38.64,3.41,4.55,0.00,0.077,0.382,0.346,0.647,0.111,0.500,0.000
Felipe Lopez,Grizzlies,1999-2000,REG,64,4.21,27.59,9.58,55.94,1.15,1.53,0.00,0.000,0.347,0.080,0.555,0.333,0.500,0.000
Tyronn Lue,Lakers,1999-2000,REG,8,17.95,28.21,10.26,41.03,2.56,0.00,0.00,0.571,0.636,0.000,0.500,0.000,0.000,0.000
Brian Skinner,Clippers,1999-2000,REG,32,0.00,14.93,26.87,58.21,0.00,0.00,0.00,0.000,0.250,0.389,0.628,0.000,0.000,0.000
Ricky Davis,Hornets,1999-2000,REG,48,1.07,55.08,3.21,39.57,0.00,0.00,1.07,0.000,0.369,0.667,0.703,0.000,0.000,0.000
Roshown McLeod,Hawks,1999-2000,REG,44,3.31,62.05,17.77,16.27,0.60,0.00,0.00,0.182,0.325,0.492,0.611,0.000,0.000,0.000
Pat Garrity,Magic,1999-2000,REG,82,26.67,46.50,7.69,12.14,2.74,4.27,0.00,0.397,0.415,0.489,0.620,0.375,0.440,0.000
Mirsad Turkcan,"Knicks, Bucks",1999-2000,REG,16,7.89,47.37,15.79,21.05,5.26,2.63,0.00,0.000,0.444,0.333,0.500,0.000,0.000,0.000
Rasho Nesterovic,Timberwolves,1999-2000,REG,82,0.46,24.48,35.80,39.26,0.00,0.00,0.00,0.000,0.330,0.387,0.653,0.000,0.000,0.000
Bryce Drew,Rockets,1999-2000,REG,72,30.51,34.62,14.53,11.86,3.63,4.12,0.73,0.349,0.329,0.417,0.571,0.467,0.412,0.000
Matt Harpring,Magic,1999-2000,REG,4,5.88,35.29,11.76,41.18,0.00,5.88,0.00,1.000,0.000,0.000,0.286,0.000,1.000,0.000
Michael Dickerson,Grizzlies,1999-2000,REG,82,13.78,37.48,12.68,26.85,4.57,4.65,0.00,0.383,0.355,0.329,0.625,0.448,0.441,0.000
Keon Clark,Nuggets,1999-2000,REG,81,0.76,22.73,20.27,55.49,0.00,0.19,0.57,0.000,0.367,0.346,0.696,0.000,0.000,0.333
Michael Doleac,Magic,1999-2000,REG,81,0.19,65.23,13.27,21.12,0.19,0.00,0.00,1.000,0.447,0.352,0.531,0.000,0.000,0.000
Bonzi Wells,Trail Blazers,1999-2000,REG,66,5.21,33.75,10.42,44.79,4.38,1.46,0.00,0.480,0.414,0.260,0.633,0.238,0.429,0.000
Paul Pierce,Celtics,1999-2000,REG,73,19.20,35.94,11.28,27.39,3.64,2.55,0.00,0.355,0.415,0.323,0.618,0.325,0.286,0.000
Dirk Nowitzki,Mavericks,1999-2000,REG,82,20.57,46.69,9.21,16.82,5.64,1.07,0.00,0.357,0.460,0.350,0.654,0.444,0.500,0.000
Larry Hughes,"76ers, Warriors",1999-2000,REG,82,9.33,47.52,18.57,23.10,0.35,0.87,0.26,0.215,0.349,0.333,0.638,0.250,0.500,0.000
Jason Williams,Kings,1999-2000,REG,81,47.79,20.14,6.58,21.38,1.64,1.75,0.72,0.288,0.398,0.422,0.543,0.375,0.294,0.000
Robert Traylor,Bucks,1999-2000,REG,44,3.28,13.11,22.13,61.48,0.00,0.00,0.00,0.000,0.313,0.407,0.560,0.000,0.000,0.000
Vince Carter,Raptors,1999-2000,REG,82,11.73,50.88,10.44,24.82,0.83,1.00,0.29,0.397,0.403,0.418,0.644,0.571,0.471,0.000
Antawn Jamison,Warriors,1999-2000,REG,43,0.53,26.06,35.05,38.10,0.26,0.00,0.00,0.000,0.305,0.415,0.642,0.500,0.000,0.000
Raef LaFrentz,Nuggets,1999-2000,REG,81,18.43,32.65,10.47,36.29,1.37,0.80,0.00,0.333,0.338,0.217,0.677,0.167,0.429,0.000
Mike Bibby,Grizzlies,1999-2000,REG,82,17.56,48.69,10.96,19.88,1.07,1.75,0.10,0.348,0.446,0.398,0.551,0.364,0.556,0.000
Michael Olowokandi,Clippers,1999-2000,REG,80,0.00,39.02,36.24,24.74,0.00,0.00,0.00,0.000,0.312,0.449,0.615,0.000,0.000,0.000
Mikki Moore,Pistons,1999-2000,REG,29,0.00,37.86,17.86,44.29,0.00,0.00,0.00,0.000,0.434,0.720,0.742,0.000,0.000,0.000
Kiwane Garris,Magic,1999-2000,REG,2,0.00,60.00,0.00,30.00,0.00,10.00,0.00,0.000,0.333,0.000,0.000,0.000,0.000,0.000
Troy Hudson,Clippers,1999-2000,REG,62,33.64,33.27,11.46,19.59,0.92,1.11,0.00,0.319,0.367,0.403,0.500,0.400,0.000,0.000
Rusty LaRue,Bulls,1999-2000,REG,4,32.56,60.47,2.33,4.65,0.00,0.00,0.00,0.143,0.500,0.000,0.000,0.000,0.000,0.000
Kornel David,"Bulls, Cavaliers",1999-2000,REG,32,1.91,57.96,7.64,32.48,0.00,0.00,0.00,0.000,0.407,0.333,0.510,0.000,0.000,0.000
Rick Brunson,Knicks,1999-2000,REG,36,8.57,41.43,5.71,34.29,7.14,2.86,0.00,0.000,0.483,0.000,0.542,0.200,0.500,0.000
Keith Closs,Clippers,1999-2000,REG,57,1.02,29.44,20.30,48.73,0.00,0.00,0.51,0.000,0.310,0.300,0.688,0.000,0.000,0.000
Michael Stewart,Raptors,1999-2000,REG,42,0.00,30.19,13.21,56.60,0.00,0.00,0.00,0.000,0.250,0.286,0.467,0.000,0.000,0.000
Etdrick Bohannon,"Knicks, Clippers",1999-2000,REG,13,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.000,0.000,0.000,0.538,0.000,0.000,0.000
Kevin Ollie,76ers,1999-2000,REG,40,0.00,20.41,18.37,61.22,0.00,0.00,0.00,0.000,0.300,0.333,0.533,0.000,0.000,0.000
Gerard King,Wizards,1999-2000,REG,62,0.00,51.62,19.49,28.88,0.00,0.00,0.00,0.000,0.434,0.481,0.638,0.000,0.000,0.000
Adrian Griffin,Celtics,1999-2000,REG,71,5.33,30.99,11.86,43.34,4.84,3.39,0.24,0.227,0.344,0.265,0.570,0.400,0.214,0.000
Chris Crawford,Hawks,1999-2000,REG,55,10.04,32.75,11.79,43.67,0.87,0.87,0.00,0.304,0.307,0.370,0.510,0.000,0.000,0.000
Alvin Williams,Raptors,1999-2000,REG,55,16.03,52.26,7.67,20.91,2.79,0.00,0.35,0.261,0.393,0.227,0.567,0.500,0.000,0.000
Cedric Henderson,Cavaliers,1999-2000,REG,60,1.23,49.39,11.66,34.36,0.92,2.45,0.00,0.000,0.311,0.105,0.661,0.000,0.125,0.000
Anthony Johnson,"Hawks, Magic",1999-2000,REG,55,5.49,51.22,16.46,25.61,0.00,1.22,0.00,0.222,0.357,0.296,0.524,0.000,0.000,0.000
Jacque Vaughn,Jazz,1999-2000,REG,78,12.21,56.11,6.87,24.05,0.76,0.00,0.00,0.406,0.381,0.444,0.492,0.500,0.000,0.000
John Thomas,Raptors,1999-2000,REG,55,0.93,34.58,15.89,48.60,0.00,0.00,0.00,0.000,0.378,0.529,0.500,0.000,0.000,0.000
Rodrick Rhodes,"76ers, Mavericks",1999-2000,REG,1,0.00,33.33,0.00,66.67,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Anthony Parker,Magic,1999-2000,REG,15,15.79,50.88,5.26,19.30,1.75,7.02,0.00,0.000,0.517,0.333,0.636,0.000,0.250,0.000
Bobby Jackson,Timberwolves,1999-2000,REG,72,7.80,56.36,7.80,22.25,2.02,2.60,1.16,0.148,0.390,0.296,0.558,0.571,0.556,0.000
Scot Pollard,Kings,1999-2000,REG,76,0.00,9.54,23.67,66.78,0.00,0.00,0.00,0.000,0.259,0.403,0.608,0.000,0.000,0.000
Chris Anstey,Bulls,1999-2000,REG,73,1.10,51.65,15.11,31.59,0.27,0.00,0.27,0.250,0.383,0.345,0.600,0.000,0.000,0.000
Johnny Taylor,"Nuggets, Magic",1999-2000,REG,6,7.14,57.14,0.00,35.71,0.00,0.00,0.00,1.000,0.250,0.000,0.400,0.000,0.000,0.000
Brevin Knight,Cavaliers,1999-2000,REG,65,1.61,58.42,20.97,18.82,0.18,0.00,0.00,0.222,0.411,0.359,0.495,0.000,0.000,0.000
Kelvin Cato,Rockets,1999-2000,REG,65,0.50,20.90,16.67,61.44,0.00,0.25,0.25,0.000,0.310,0.299,0.688,0.000,0.000,0.000
Maurice Taylor,Clippers,1999-2000,REG,62,0.51,54.66,19.94,24.60,0.10,0.20,0.00,0.200,0.407,0.431,0.626,0.000,0.000,0.000
Derek Anderson,Clippers,1999-2000,REG,64,15.93,42.33,10.12,26.86,2.33,2.09,0.35,0.292,0.393,0.333,0.649,0.350,0.444,0.000
Austin Croshere,Pacers,1999-2000,REG,81,18.38,30.32,10.41,32.62,3.98,4.29,0.00,0.333,0.399,0.265,0.601,0.462,0.393,0.000
Tariq Abdul-Wahad,"Magic, Nuggets",1999-2000,REG,61,3.10,47.52,15.48,33.44,0.46,0.00,0.00,0.100,0.336,0.340,0.620,0.333,0.000,0.000
Danny Fortson,"Celtics, Raptors",1999-2000,REG,55,0.00,14.34,18.87,66.79,0.00,0.00,0.00,0.000,0.421,0.380,0.593,0.000,0.000,0.000
Tracy McGrady,Raptors,1999-2000,REG,79,5.30,46.95,11.49,35.17,0.20,0.69,0.20,0.259,0.385,0.368,0.598,0.000,0.571,0.000
Adonal Foyle,Warriors,1999-2000,REG,76,0.00,8.68,35.79,55.53,0.00,0.00,0.00,0.000,0.273,0.500,0.550,0.000,0.000,0.000
Tim Thomas,Bucks,1999-2000,REG,80,14.87,30.68,9.69,35.59,5.58,3.45,0.13,0.330,0.372,0.397,0.631,0.381,0.385,0.000
Ron Mercer,"Nuggets, Magic",1999-2000,REG,68,2.69,57.41,10.83,27.31,0.93,0.74,0.09,0.345,0.410,0.325,0.519,0.400,0.125,0.000
Tony Battie,Celtics,1999-2000,REG,82,1.31,41.83,19.83,36.60,0.22,0.00,0.22,0.167,0.406,0.396,0.619,0.000,0.000,0.000
Antonio Daniels,Spurs,1999-2000,REG,68,12.50,36.34,15.41,29.36,4.36,1.74,0.29,0.372,0.392,0.377,0.713,0.333,0.167,0.000
Chauncey Billups,"Nuggets, Magic",1999-2000,REG,13,30.69,24.75,7.92,26.73,4.95,4.95,0.00,0.161,0.400,0.250,0.556,0.200,0.200,0.000
Keith Van Horn,Nets,1999-2000,REG,80,14.16,29.04,17.58,35.00,0.48,3.66,0.08,0.360,0.337,0.385,0.602,0.167,0.457,0.000
Tim Duncan,Spurs,1999-2000,REG,74,0.47,38.88,28.96,31.30,0.00,0.16,0.23,0.000,0.444,0.420,0.623,0.000,0.500,0.000
Bruce Bowen,"76ers, Heat",1999-2000,REG,66,16.49,33.51,10.82,25.77,7.22,6.19,0.00,0.438,0.185,0.238,0.560,0.500,0.500,0.000
Lawrence Funderburke,Kings,1999-2000,REG,75,0.00,29.55,16.48,53.41,0.00,0.28,0.28,0.000,0.413,0.362,0.638,0.000,0.000,0.000
Aaron Williams,Wizards,1999-2000,REG,81,0.67,16.22,26.00,57.11,0.00,0.00,0.00,0.000,0.356,0.325,0.665,0.000,0.000,0.000
Michael Hawkins,Hornets,1999-2000,REG,12,23.08,38.46,7.69,15.38,7.69,7.69,0.00,0.333,0.400,0.000,0.000,0.000,0.000,0.000
Ike Austin,Wizards,1999-2000,REG,59,0.57,45.45,21.88,31.53,0.28,0.28,0.00,0.000,0.425,0.299,0.532,0.000,1.000,0.000
Jaren Jackson,Spurs,1999-2000,REG,81,34.63,28.07,2.46,7.17,13.93,13.52,0.20,0.320,0.416,0.167,0.543,0.382,0.424,0.000
Ben Wallace,Magic,1999-2000,REG,81,0.00,7.78,18.56,73.65,0.00,0.00,0.00,0.000,0.192,0.258,0.598,0.000,0.000,0.000
Mark Strickland,Heat,1999-2000,REG,58,0.00,37.05,12.05,50.89,0.00,0.00,0.00,0.000,0.325,0.407,0.737,0.000,0.000,0.000
Tony Farmer,Warriors,1999-2000,REG,74,12.82,19.87,24.04,41.99,0.64,0.32,0.32,0.200,0.403,0.213,0.595,0.000,0.000,0.000
Chucky Atkins,Magic,1999-2000,REG,82,19.30,46.69,9.45,22.00,1.21,0.81,0.54,0.329,0.402,0.400,0.558,0.667,0.500,0.000
Joe Stephens,Grizzlies,1999-2000,REG,13,3.92,49.02,13.73,21.57,7.84,3.92,0.00,0.000,0.440,0.286,0.545,0.000,0.000,0.000
Ira Bowman,76ers,1999-2000,REG,11,0.00,50.00,0.00,50.00,0.00,0.00,0.00,0.000,1.000,0.000,1.000,0.000,0.000,0.000
Matt Maloney,Bulls,1999-2000,REG,51,48.74,26.73,2.52,16.04,2.20,3.77,0.00,0.361,0.318,0.375,0.431,0.286,0.333,0.000
Devin Gray,Rockets,1999-2000,REG,21,0.00,8.11,29.73,62.16,0.00,0.00,0.00,0.000,0.667,0.091,0.522,0.000,0.000,0.000
Erick Strickland,Mavericks,1999-2000,REG,68,19.73,39.04,16.44,19.04,2.47,3.29,0.00,0.375,0.456,0.350,0.518,0.444,0.417,0.000
