APerM,BPerM,DRB PerM,FG %,FG PerM,FG2 PerM,FG2A PerM,FG3 %,FG3 PerM,FG3A PerM,FGA PerM,FTPerM,Fouls PerM,GP,GS,MPG,ORB PerM,PPerM,SPerM,TO PerM,TRB PerM,Teams,age,name,position
0.9,0.0,1.9,.143,1.9,.167,5.7,.125,0.9,7.6,13.3,0.9,0.0,13,0,38,0.0,5.7,0.9,0.9,1.9,Charles Cooke,23,Charles Cooke,SG
2.5,0.0,6.6,.481,5.4,.481,11.2,,0.0,0.0,11.2,5.8,5.4,7,0,87,5.8,16.6,0.4,1.2,12.4,Jack Cooley,26,Jack Cooley,PF
2.3,2.3,9.0,.500,2.3,.500,4.5,,0.0,0.0,4.5,0.0,7.9,4,0,32,1.1,4.5,2.3,1.1,10.1,Matt Costello,24,Matt Costello,C
5.3,1.6,10.6,.470,8.4,.530,11.8,.354,2.2,6.1,17.9,6.1,3.8,48,48,1737,2.2,25.1,1.6,5.0,12.8,DeMarcus Cousins,27,DeMarcus Cousins,C
2.2,1.0,5.4,.413,4.9,.497,4.1,.369,2.9,7.8,11.9,1.6,3.4,80,80,2532,0.8,14.3,1.9,1.8,6.2,Robert Covington,27,Robert Covington,SF
1.9,0.6,4.9,.407,5.5,.461,4.8,.378,3.3,8.7,13.6,1.9,2.8,75,68,2197,0.5,16.2,0.8,1.3,5.3,Allen Crabbe,25,Allen Crabbe,SG
1.4,0.9,5.0,.453,3.5,.570,4.5,.293,1.0,3.3,7.8,1.3,3.6,39,5,629,2.3,9.3,0.7,1.1,7.3,Torrey Craig,27,Torrey Craig,SF
4.0,0.2,1.7,.415,6.7,.477,9.3,.331,2.3,6.8,16.2,2.2,1.9,80,0,1653,0.5,17.9,0.9,2.1,2.2,Jamal Crawford,37,Jamal Crawford,SG
8.8,0.7,1.4,.444,8.2,.308,8.8,.571,5.4,9.5,18.3,0.7,4.8,5,0,53,1.4,22.4,0.7,3.4,2.7,Jordan Crawford,29,Jordan Crawford,SG
1.7,0.4,3.7,.404,4.7,.488,5.7,.323,1.9,5.9,11.6,2.1,3.2,80,47,2090,1.0,13.3,1.1,1.3,4.7,Jae Crowder,27,Jae Crowder,SF
1.6,0.3,3.5,.418,4.2,.508,5.0,.328,1.7,5.1,10.1,2.1,3.3,53,47,1346,1.1,12.1,1.1,1.1,4.6,Jae Crowder,27,Jae Crowder,SF
2.0,0.4,4.1,.386,5.5,.462,6.9,.316,2.3,7.4,14.3,2.1,3.0,27,0,744,0.9,15.4,1.1,1.5,4.9,Jae Crowder,27,Jae Crowder,SF
1.1,0.7,5.1,.451,3.8,.541,4.5,.345,1.3,3.9,8.4,0.7,2.6,73,25,1562,1.8,9.6,0.9,0.8,6.9,Dante Cunningham,30,Dante Cunningham,SF
0.8,0.5,4.6,.440,3.2,.547,3.8,.324,1.1,3.5,7.3,0.6,2.4,51,24,1115,1.6,8.2,0.9,0.5,6.2,Dante Cunningham,30,Dante Cunningham,SF
1.8,1.1,6.2,.468,5.2,.532,6.4,.383,1.9,4.8,11.2,0.9,2.9,22,1,447,2.3,13.2,1.0,1.4,8.5,Dante Cunningham,30,Dante Cunningham,SF
6.8,0.2,5.0,.495,9.4,.595,8.0,.423,4.7,11.1,19.1,6.1,2.5,51,51,1631,0.8,29.7,1.8,3.4,5.8,Stephen Curry,29,Stephen Curry,PG
,,,,,,,,,,,,,,,,,,,,,,,,
1.1,0.1,2.6,.403,5.1,.419,2.6,.400,4.1,10.2,12.8,1.2,3.0,79,15,1622,0.3,15.6,0.6,1.2,2.8,Troy Daniels,26,Troy Daniels,SG
2.3,2.5,8.5,.534,10.3,.558,17.2,.340,0.7,2.1,19.3,6.5,2.1,75,75,2727,2.5,27.9,1.5,2.1,11.0,Anthony Davis,24,Anthony Davis,PF
1.5,1.5,6.7,.608,6.1,.608,10.1,,0.0,0.0,10.1,1.5,4.8,62,6,943,2.9,13.7,0.6,1.2,9.5,Deyonta Davis,21,Deyonta Davis,C
1.0,1.3,9.6,.582,4.2,.584,7.1,.000,0.0,0.0,7.1,1.8,4.6,78,0,1471,4.5,10.1,0.8,1.6,14.1,Ed Davis,28,Ed Davis,C
2.1,1.2,9.1,.524,5.8,.595,7.8,.355,1.2,3.3,11.1,1.6,3.8,62,46,1542,2.3,14.4,0.9,2.0,11.4,Dewayne Dedmon,28,Dewayne Dedmon,C
1.5,0.4,5.3,.494,5.2,.593,8.1,.167,0.4,2.4,10.6,1.5,2.9,73,1,883,1.8,12.4,1.0,1.3,7.1,Sam Dekker,23,Sam Dekker,PF
5.8,0.2,3.2,.382,3.9,.391,5.7,.371,1.6,4.4,10.1,2.6,2.9,54,3,1014,0.3,12.0,1.2,2.3,3.6,Malcolm Delaney,28,Malcolm Delaney,PG
7.3,0.0,2.5,.362,2.8,.351,3.7,.372,1.5,3.9,7.7,1.3,3.4,38,3,712,0.7,8.3,0.7,2.5,3.2,Matthew Dellavedova,27,Matthew Dellavedova,PG
2.8,0.0,0.0,.500,2.8,.500,5.5,,0.0,0.0,5.5,0.0,0.0,1,1,13,0.0,5.5,2.8,2.8,0.0,Luol Deng,32,Luol Deng,SF
5.5,0.3,3.4,.456,8.6,.494,15.0,.310,1.2,3.8,18.8,6.1,2.0,80,80,2711,0.8,24.4,1.1,2.3,4.2,DeMar DeRozan,28,DeMar DeRozan,SG
1.2,1.3,10.2,.580,6.3,.580,10.9,,0.0,0.0,10.9,3.1,5.1,52,0,581,2.9,15.7,0.7,1.7,13.1,Cheick Diallo,21,Cheick Diallo,PF
1.9,1.1,6.9,.479,5.0,.511,8.8,.311,0.5,1.6,10.5,2.1,4.0,79,0,1333,2.9,12.7,1.2,1.6,9.7,Gorgui Dieng,28,Gorgui Dieng,C
8.2,0.4,3.4,.387,5.1,.452,6.3,.326,2.2,6.8,13.1,3.4,2.9,80,58,2306,0.6,15.7,1.1,2.0,4.0,Spencer Dinwiddie,24,Spencer Dinwiddie,PG
2.9,0.2,4.2,.377,5.3,.393,6.8,.362,2.7,7.4,14.1,1.7,2.3,56,5,974,0.6,15.0,0.6,1.4,4.8,Tyler Dorsey,21,Tyler Dorsey,SG
2.4,0.2,5.7,.447,5.5,.538,7.1,.324,1.7,5.2,12.2,1.2,2.6,44,2,474,0.7,13.8,0.9,1.3,6.4,Damyean Dotson,23,Damyean Dotson,SG
2.9,0.6,4.3,.277,3.7,.375,6.9,.174,1.2,6.6,13.5,1.2,3.7,10,0,125,0.9,9.8,1.7,0.6,5.2,Milton Doyle,24,Milton Doyle,SG
0.0,0.0,12.0,.500,12.0,.500,24.0,,0.0,0.0,24.0,0.0,12.0,2,0,3,0.0,24.0,0.0,12.0,12.0,PJ Dozier,21,PJ Dozier,PG
5.4,0.2,3.8,.450,7.3,.481,11.7,.370,1.7,4.5,16.3,3.3,2.7,75,75,2378,0.8,19.6,1.0,2.5,4.6,Goran Dragić,31,Goran Dragić,PG
5.1,0.0,0.0,.292,3.6,.267,7.7,.333,1.5,4.6,12.3,0.0,3.1,10,0,70,1.5,8.7,0.0,1.5,1.5,Larry Drew,27,Larry Drew,PG
4.8,0.0,0.0,.143,2.4,.250,9.6,.000,0.0,7.2,16.8,0.0,4.8,3,0,15,2.4,4.8,0.0,2.4,2.4,Larry Drew,27,Larry Drew,PG
5.2,0.0,0.0,.353,3.9,.273,7.2,.500,2.0,3.9,11.1,0.0,2.6,7,0,55,1.3,9.8,0.0,1.3,1.3,Larry Drew,27,Larry Drew,PG
3.3,1.7,11.6,.529,6.4,.536,11.9,.000,0.0,0.2,12.1,3.3,3.4,78,78,2625,5.5,16.1,1.6,2.7,17.1,Andre Drummond,24,Andre Drummond,C
,,,,,,,,,,,,,,,,,,,,,,,,
4.1,0.6,4.5,.393,2.5,.452,2.2,.363,1.5,4.2,6.4,1.4,4.5,48,0,686,0.4,8.0,1.3,1.5,4.9,Jared Dudley,32,Jared Dudley,PF
7.3,0.6,4.7,.429,6.8,.457,12.6,.321,1.0,3.2,15.7,2.0,4.1,52,43,1525,0.6,16.5,2.5,3.5,5.2,Kris Dunn,23,Kris Dunn,PG
5.7,1.8,6.7,.516,9.8,.565,12.5,.419,2.7,6.4,18.9,5.6,2.1,68,68,2325,0.5,27.7,0.8,3.2,7.2,Kevin Durant,29,Kevin Durant,SF
0.0,0.0,4.0,.000,0.0,,0.0,.000,0.0,8.0,8.0,0.0,0.0,3,0,9,0.0,0.0,4.0,0.0,4.0,Jarell Eddie,26,Jarell Eddie,SF
0.0,0.0,6.0,.000,0.0,,0.0,.000,0.0,6.0,6.0,0.0,0.0,2,0,6,0.0,0.0,6.0,0.0,6.0,Jarell Eddie,26,Jarell Eddie,SF
0.0,0.0,0.0,.000,0.0,,0.0,.000,0.0,12.0,12.0,0.0,0.0,1,0,3,0.0,0.0,0.0,0.0,0.0,Jarell Eddie,26,Jarell Eddie,SF
2.2,0.0,7.8,.363,5.8,.384,9.4,.333,2.2,6.6,16.0,2.7,2.4,38,0,329,1.1,16.5,0.5,2.0,8.9,Henry Ellenson,21,Henry Ellenson,PF
1.4,0.1,3.4,.407,5.0,.479,2.1,.392,4.0,10.2,12.3,1.2,1.7,77,2,2041,0.4,15.2,0.9,0.9,3.8,Wayne Ellington,30,Wayne Ellington,SG
3.7,2.1,10.3,.483,9.6,.527,15.9,.308,1.2,4.0,19.9,6.8,3.9,63,63,1912,2.7,27.2,0.8,4.4,13.0,Joel Embiid,23,Joel Embiid,C
1.6,0.4,3.4,.474,4.1,.567,5.2,.333,1.1,3.4,8.6,2.2,3.0,72,22,1604,1.6,11.5,1.1,1.3,5.0,James Ennis,27,James Ennis,SF
1.7,0.4,3.6,.486,3.7,.565,4.7,.357,1.0,2.9,7.6,2.2,2.8,45,14,1053,1.8,10.6,1.1,1.3,5.4,James Ennis,27,James Ennis,SF
1.4,0.4,3.1,.457,4.8,.570,6.1,.304,1.4,4.5,10.6,2.2,3.5,27,8,551,1.3,13.2,1.0,1.2,4.4,James Ennis,27,James Ennis,SF
5.5,0.5,4.0,.420,5.0,.476,8.9,.250,0.7,3.0,11.8,1.2,4.0,54,11,683,1.0,11.8,1.6,2.0,5.0,Tyler Ennis,23,Tyler Ennis,PG
4.6,0.3,3.5,.352,4.1,.372,9.2,.278,0.7,2.5,11.7,1.8,4.5,48,4,778,0.4,10.7,1.7,2.0,3.9,Jawun Evans,21,Jawun Evans,PG
0.0,0.0,0.0,1.000,7.2,1.000,7.2,,0.0,0.0,7.2,0.0,7.2,1,0,5,7.2,14.4,0.0,7.2,7.2,Jeremy Evans,30,Jeremy Evans,SF
6.0,0.4,5.0,.452,8.2,.482,11.7,.399,2.6,6.4,18.1,3.7,2.2,52,32,1607,1.0,22.6,1.3,2.6,5.9,Tyreke Evans,28,Tyreke Evans,PG
6.6,0.5,3.4,.483,6.4,.536,10.6,.278,0.8,2.8,13.3,3.8,3.1,14,0,235,0.6,17.5,1.2,3.1,4.0,Dante Exum,22,Dante Exum,PG
1.4,1.0,6.6,.514,5.9,.517,11.5,.000,0.0,0.1,11.6,2.8,4.0,32,7,461,5.3,14.7,0.9,1.8,11.9,Kenneth Faried,28,Kenneth Faried,PF
1.7,1.4,5.9,.563,6.6,.596,10.7,.222,0.2,1.1,11.7,2.3,2.7,77,77,2153,3.3,15.8,0.9,1.5,9.2,Derrick Favors,26,Derrick Favors,C
5.1,0.3,3.9,.300,5.4,.333,13.1,.211,1.0,4.9,18.0,2.8,2.8,16,0,140,0.8,14.7,0.8,4.1,4.6,Kay Felder,22,Kay Felder,PG
5.4,0.3,3.5,.303,5.4,.333,12.9,.222,1.1,4.8,17.7,3.0,3.0,14,0,134,0.3,14.8,0.8,4.0,3.8,Kay Felder,22,Kay Felder,PG
0.0,0.0,12.0,.250,6.0,.333,18.0,.000,0.0,6.0,24.0,0.0,0.0,2,0,6,12.0,12.0,0.0,6.0,24.0,Kay Felder,22,Kay Felder,PG
2.0,0.4,5.5,.591,4.7,.596,7.8,.000,0.0,0.1,7.9,2.0,3.8,55,16,977,3.1,11.3,0.6,2.0,8.6,Cristiano Felício,25,Cristiano Felício,C
5.4,0.4,3.5,.406,5.9,.444,8.5,.352,2.1,6.1,14.6,0.9,2.4,82,2,1365,0.7,14.9,1.3,2.0,4.1,Raymond Felton,33,Raymond Felton,PG
0.9,0.5,1.3,.414,3.3,.612,2.3,.333,1.9,5.7,8.0,0.4,3.9,61,12,763,0.9,8.9,1.1,0.5,2.2,Terrance Ferguson,19,Terrance Ferguson,SG
3.2,0.1,3.5,.426,4.9,.477,5.9,.373,2.1,5.7,11.5,1.3,2.4,82,21,2282,0.4,13.2,1.0,1.2,3.9,Yogi Ferrell,24,Yogi Ferrell,SG
,,,,,,,,,,,,,,,,,,,,,,,,
2.1,0.3,4.3,.380,3.7,.481,4.3,.299,1.6,5.4,9.7,0.9,3.5,21,13,448,1.8,9.9,0.8,1.7,6.0,Dorian Finney-Smith,24,Dorian Finney-Smith,PF
1.9,0.0,2.3,.421,5.0,.446,6.4,.390,2.1,5.4,11.8,1.1,2.6,80,12,1517,0.3,13.2,0.7,0.9,2.6,Bryn Forbes,24,Bryn Forbes,SG
3.2,0.3,3.1,.459,7.2,.516,9.2,.379,2.5,6.6,15.7,2.9,2.7,57,57,1837,0.5,19.9,0.9,1.9,3.5,Evan Fournier,25,Evan Fournier,SF
5.7,0.4,3.0,.412,5.8,.436,11.4,.307,0.8,2.7,14.2,2.5,2.9,73,60,2026,0.6,15.0,1.2,3.1,3.6,De'Aaron Fox,20,De'Aaron Fox,PG
8.3,0.3,4.2,.395,2.9,.440,5.0,.304,0.7,2.4,7.4,1.0,4.2,59,11,838,0.8,7.6,2.0,2.4,4.9,Tim Frazier,27,Tim Frazier,PG
2.0,0.7,6.4,.491,5.4,.670,5.0,.339,2.0,6.0,11.0,0.9,3.6,53,1,695,0.6,13.7,0.9,1.1,7.0,Channing Frye,34,Channing Frye,C
1.8,0.8,6.6,.497,5.5,.684,5.2,.333,2.0,5.9,11.2,0.9,3.6,44,1,545,0.7,14.0,1.1,1.1,7.3,Channing Frye,34,Channing Frye,C
2.4,0.2,5.5,.465,4.8,.611,4.3,.360,2.2,6.0,10.3,0.7,3.6,9,0,150,0.5,12.5,0.2,1.0,6.0,Channing Frye,34,Channing Frye,C
7.5,0.6,4.6,.405,6.4,.409,15.7,.000,0.0,0.1,15.8,1.4,3.1,14,0,253,1.6,14.2,1.7,2.4,6.1,Markelle Fultz,19,Markelle Fultz,SG
2.2,0.5,4.9,.398,5.5,.455,7.8,.324,1.9,6.0,13.7,4.3,1.6,21,21,671,0.5,17.2,0.6,1.4,5.4,Danilo Gallinari,29,Danilo Gallinari,SF
2.4,0.2,3.3,.371,5.3,.418,5.1,.344,3.1,9.1,14.2,1.4,1.6,58,2,863,0.5,15.0,1.5,0.8,3.8,Langston Galloway,26,Langston Galloway,SG
4.6,1.5,7.7,.420,6.5,.456,10.7,.341,1.6,4.8,15.4,4.2,2.8,73,73,2408,1.2,18.8,0.8,2.9,8.9,Marc Gasol,33,Marc Gasol,C
4.7,1.6,9.7,.458,5.7,.481,10.1,.358,0.9,2.4,12.5,3.1,2.4,77,63,1812,2.6,15.4,0.5,2.1,12.3,Pau Gasol,37,Pau Gasol,C
2.1,1.1,6.3,.471,7.4,.516,12.3,.314,1.1,3.5,15.7,3.3,2.9,57,6,1231,2.2,19.2,1.3,2.3,8.5,Rudy Gay,31,Rudy Gay,PF
3.3,0.5,4.7,.430,7.2,.454,9.1,.401,3.0,7.6,16.7,4.2,2.9,79,79,2891,0.9,21.6,2.0,2.6,5.6,Paul George,27,Paul George,SF
1.1,0.0,1.4,.438,3.4,.515,5.3,.267,0.6,2.4,7.7,2.1,5.1,42,0,224,1.1,9.5,1.0,0.5,2.6,Marcus Georges-Hunt,23,Marcus Georges-Hunt,SG
3.6,0.0,2.7,.609,12.6,.727,9.9,.500,5.4,10.8,20.7,0.0,4.5,4,0,40,0.0,30.6,0.0,2.7,2.7,Jonathan Gibson,30,Jonathan Gibson,PG
1.3,0.8,5.2,.577,5.6,.595,9.3,.200,0.1,0.5,9.7,1.9,2.9,82,82,2726,2.6,13.2,0.8,1.2,7.7,Taj Gibson,32,Taj Gibson,PF
4.5,0.4,3.4,.434,5.6,.506,7.5,.333,1.8,5.3,12.8,3.0,3.5,65,0,1299,0.5,16.0,1.2,2.9,3.9,Manu Ginóbili,40,Manu Ginóbili,SG
1.6,2.6,8.6,.622,5.5,.622,8.8,,0.0,0.0,8.8,4.0,3.0,56,56,1816,3.3,15.0,0.9,2.1,11.9,Rudy Gobert,25,Rudy Gobert,C
2.6,0.8,7.0,.434,7.1,.497,9.9,.336,2.2,6.4,16.3,3.0,2.1,58,57,1909,1.6,19.3,1.1,2.0,8.6,Aaron Gordon,22,Aaron Gordon,PF
2.6,0.5,2.4,.428,6.9,.544,6.1,.359,3.6,10.2,16.2,3.3,1.9,69,30,2154,0.4,20.8,0.7,2.2,2.8,Eric Gordon,29,Eric Gordon,SG
,,,,,,,,,,,,,,,,,,,,,,,,
2.6,1.1,7.7,.518,5.0,.518,9.7,,0.0,0.0,9.7,1.9,3.0,82,82,2075,3.1,12.0,0.7,1.7,10.8,Marcin Gortat,33,Marcin Gortat,C
2.0,0.1,2.7,.434,3.3,.452,4.3,.412,1.4,3.3,7.6,1.4,3.7,63,2,1050,1.4,9.4,1.1,0.9,4.1,Treveon Graham,24,Treveon Graham,SG
1.2,1.7,5.1,.535,5.3,.613,7.6,.291,0.7,2.4,10.0,3.5,3.4,81,1,1647,1.9,14.9,0.7,1.2,7.0,Jerami Grant,23,Jerami Grant,PF
7.3,0.2,3.0,.416,4.5,.468,6.7,.326,1.3,4.0,10.7,3.0,2.8,74,26,1686,0.7,13.2,1.3,1.9,3.7,Jerian Grant,25,Jerian Grant,PG
5.0,0.8,3.3,.268,4.6,.286,11.7,.231,1.3,5.4,17.2,2.9,3.3,5,0,86,0.8,13.4,3.3,2.9,4.2,Josh Gray,24,Josh Gray,PG
2.2,1.6,4.2,.387,4.4,.419,4.8,.363,2.3,6.4,11.3,1.0,2.5,70,60,1791,0.8,12.1,1.3,1.5,5.0,Danny Green,30,Danny Green,SG
8.0,1.4,7.2,.454,4.4,.562,5.7,.301,1.2,4.0,9.7,2.1,2.9,70,70,2287,1.2,12.2,1.5,3.2,8.4,Draymond Green,27,Draymond Green,PF
1.0,0.6,4.6,.407,6.5,.504,4.5,.369,4.3,11.5,16.0,2.0,3.4,41,2,929,0.6,19.3,0.9,1.2,5.2,Gerald Green,32,Gerald Green,SG
1.8,0.6,7.4,.457,5.2,.499,8.4,.339,1.0,3.0,11.4,1.9,3.6,55,54,1542,3.4,13.3,0.7,1.8,10.8,JaMychal Green,27,JaMychal Green,PF
1.9,0.7,3.7,.477,5.8,.540,8.8,.312,1.0,3.3,12.2,4.0,2.9,78,13,1828,1.2,16.7,0.8,1.5,4.8,Jeff Green,31,Jeff Green,PF
6.1,0.3,6.5,.438,8.0,.482,12.3,.345,2.0,5.9,18.2,4.7,2.5,58,58,1970,1.3,22.7,0.7,3.0,7.8,Blake Griffin,28,Blake Griffin,PF
5.7,0.3,6.8,.441,8.1,.488,12.4,.342,2.0,5.9,18.3,5.4,2.5,33,33,1139,1.5,23.6,0.9,3.1,8.3,Blake Griffin,28,Blake Griffin,PF
6.7,0.4,6.0,.433,7.8,.473,12.3,.348,2.0,5.8,18.1,3.8,2.6,25,25,831,1.2,21.5,0.5,2.9,7.2,Blake Griffin,28,Blake Griffin,PF
10.3,0.0,6.4,.455,6.4,.500,7.7,.400,2.6,6.4,14.1,0.0,2.6,6,0,28,0.0,15.4,1.3,2.6,6.4,Daniel Hamilton,22,Daniel Hamilton,SG
3.0,0.2,3.7,.421,6.9,.516,8.5,.317,2.5,7.8,16.3,2.8,2.3,57,54,1885,0.6,19.0,1.2,1.8,4.3,Tim Hardaway,25,Tim Hardaway,SG
8.9,0.7,4.9,.449,9.2,.531,10.3,.367,3.7,10.2,20.4,8.8,2.4,72,72,2551,0.6,30.9,1.8,4.4,5.5,James Harden,28,James Harden,SG
1.5,1.2,3.3,.495,4.2,.547,5.1,.415,1.4,3.4,8.5,1.2,2.9,59,36,1264,1.3,11.0,1.4,1.1,4.6,Maurice Harkless,24,Maurice Harkless,SF
2.1,1.4,5.7,.635,9.7,.641,15.1,.143,0.0,0.2,15.3,3.9,4.0,76,3,1293,2.9,23.3,1.0,1.9,8.5,Montrezl Harrell,24,Montrezl Harrell,C
4.1,0.3,3.1,.412,5.0,.476,6.1,.348,2.1,6.1,12.2,3.8,4.2,71,1,1340,0.3,16.0,1.3,2.0,3.4,Devin Harris,34,Devin Harris,PG
3.8,0.4,3.4,.415,5.3,.465,7.1,.352,2.0,5.6,12.7,4.1,4.6,44,1,807,0.4,16.6,1.5,2.2,3.8,Devin Harris,34,Devin Harris,PG
4.5,0.3,2.6,.406,4.7,.500,4.6,.343,2.4,6.9,11.5,3.3,3.7,27,0,533,0.2,15.0,0.9,1.8,2.8,Devin Harris,34,Devin Harris,PG
3.0,0.2,2.2,.485,6.9,.553,8.0,.396,2.4,6.2,14.2,2.1,1.9,67,65,2304,0.6,18.3,1.9,1.9,2.7,Gary Harris,23,Gary Harris,SG
2.3,0.4,3.8,.491,5.6,.589,4.8,.419,2.7,6.5,11.3,1.6,2.8,78,14,1975,0.9,15.4,0.6,1.7,4.7,Joe Harris,26,Joe Harris,SG
2.6,0.5,5.1,.460,7.6,.488,10.5,.411,2.5,6.0,16.5,2.4,2.2,80,80,2668,0.8,20.1,1.0,1.4,5.9,Tobias Harris,25,Tobias Harris,PF
2.2,0.3,4.8,.451,7.4,.478,10.0,.409,2.6,6.4,16.3,2.6,2.1,48,48,1563,0.8,20.0,0.8,1.2,5.6,Tobias Harris,25,Tobias Harris,PF
3.2,0.7,5.6,.473,7.9,.501,11.2,.414,2.3,5.5,16.7,2.1,2.4,32,32,1105,0.7,20.1,1.2,1.8,6.3,Tobias Harris,25,Tobias Harris,PF
,,,,,,,,,,,,,,,,,,,,,,,,
1.7,0.3,3.1,.275,2.9,.385,4.0,.209,1.4,6.6,10.7,2.0,4.2,9,3,233,0.6,9.3,1.4,0.5,3.7,Aaron Harrison,23,Aaron Harrison,SG
4.8,0.7,2.9,.422,4.9,.467,7.8,.331,1.3,3.9,11.6,3.4,3.7,56,46,1326,0.6,14.5,1.0,2.2,3.6,Andrew Harrison,23,Andrew Harrison,PG
5.2,0.7,4.9,.476,5.5,.541,9.2,.231,0.6,2.4,11.6,2.6,3.9,23,2,384,0.8,14.2,2.4,2.1,5.7,Shaquille Harrison,24,Shaquille Harrison,PG
2.0,0.4,5.4,.469,4.3,.551,4.4,.396,1.9,4.9,9.2,1.6,2.6,63,23,1461,1.0,12.2,1.2,1.2,6.5,Josh Hart,22,Josh Hart,SG
2.5,1.0,3.5,.200,1.5,.286,3.5,.125,0.5,4.0,7.5,0.5,1.5,14,0,72,1.5,4.0,0.0,1.0,5.0,Udonis Haslem,37,Udonis Haslem,C
1.8,0.9,5.3,.333,3.2,.412,5.0,.250,1.2,4.7,9.7,0.3,2.4,9,0,122,1.2,8.0,0.6,0.6,6.5,Nigel Hayes,23,Nigel Hayes,SF
6.5,0.0,0.0,.333,3.3,1.000,3.3,.000,0.0,6.5,9.8,3.3,0.0,2,0,11,0.0,9.8,0.0,0.0,0.0,Nigel Hayes,23,Nigel Hayes,SF
0.0,0.0,0.0,1.000,12.0,,0.0,1.000,12.0,12.0,12.0,0.0,0.0,2,0,6,0.0,36.0,0.0,6.0,0.0,Nigel Hayes,23,Nigel Hayes,SF
1.4,1.0,6.2,.286,2.7,.375,5.5,.167,0.7,4.1,9.6,0.0,2.7,5,0,105,1.4,6.2,0.7,0.3,7.5,Nigel Hayes,23,Nigel Hayes,SF
0.0,0.0,7.2,.500,7.2,1.000,7.2,.000,0.0,7.2,14.4,0.0,7.2,1,1,5,0.0,14.4,0.0,0.0,7.2,Gordon Hayward,27,Gordon Hayward,SF
0.0,0.0,0.0,.500,5.1,,0.0,.500,5.1,10.3,10.3,0.0,0.0,3,0,7,0.0,15.4,0.0,0.0,0.0,Reggie Hearn,26,Reggie Hearn,SG
2.1,0.6,2.7,.376,3.9,.431,4.9,.328,1.8,5.5,10.4,0.6,2.7,20,0,378,1.0,10.2,3.0,1.8,3.6,Myke Henry,25,Myke Henry,SF
2.1,2.0,6.6,.572,5.2,.578,9.0,.143,0.0,0.1,9.2,1.6,3.7,76,69,1970,2.7,12.2,0.8,1.5,9.4,John Henson,27,John Henson,C
1.6,0.4,4.7,.387,3.8,.600,3.2,.280,1.8,6.5,9.7,1.3,3.2,25,3,277,2.3,10.7,0.8,1.2,7.0,Juan Hernangómez,22,Juan Hernangómez,PF
2.4,1.2,8.9,.555,6.6,.566,11.1,.417,0.4,0.9,11.9,4.3,4.7,48,1,495,4.4,17.9,1.3,2.5,13.3,Willy Hernangómez,23,Willy Hernangómez,C
3.2,1.1,7.0,.605,7.6,.632,11.7,.200,0.2,0.8,12.5,1.9,4.9,26,0,233,3.4,17.2,1.2,4.0,10.4,Willy Hernangómez,23,Willy Hernangómez,C
1.6,1.2,10.6,.506,5.8,.500,10.4,.571,0.5,1.0,11.4,6.5,4.4,22,1,262,5.4,18.5,1.4,1.2,15.9,Willy Hernangómez,23,Willy Hernangómez,C
2.3,0.7,5.2,.442,5.9,.523,7.6,.337,2.0,5.8,13.4,1.9,2.9,75,30,1657,0.9,15.7,1.8,1.9,6.1,Mario Hezonja,22,Mario Hezonja,SF
2.4,0.6,4.6,.458,5.0,.492,9.5,.222,0.3,1.4,10.8,1.8,6.8,18,0,240,1.5,12.0,0.3,2.4,6.1,Isaiah Hicks,23,Isaiah Hicks,PF
2.8,0.4,4.5,.446,7.4,.457,9.3,.431,3.1,7.3,16.6,1.3,2.6,80,12,2024,1.0,19.2,1.5,2.2,5.5,Buddy Hield,25,Buddy Hield,SG
2.1,0.7,5.8,.569,6.5,.574,11.3,.000,0.0,0.1,11.4,3.2,5.8,52,4,758,2.6,16.1,1.3,1.8,8.4,Nenê Hilário,35,Nenê Hilário,C
