APerM,BPerM,DRB PerM,FG %,FG PerM,FG2 PerM,FG2A PerM,FG3 %,FG3 PerM,FG3A PerM,FGA PerM,FTPerM,Fouls PerM,GP,GS,MPG,ORB PerM,PPerM,SPerM,TO PerM,TRB PerM,Teams,age,name,position
0.0,0.0,4.5,.000,0.0,.000,4.5,.000,0.0,4.5,9.0,0.0,0.0,4,0,8,0.0,0.0,4.5,4.5,4.5,Erik McCree,24,Erik McCree,SF
1.6,2.0,7.2,.429,7.2,.500,13.6,.125,0.4,3.2,16.8,3.6,3.2,19,0,90,2.8,18.4,0.0,0.8,10.0,Chris McCullough,22,Chris McCullough,PF
1.6,0.3,3.3,.467,4.8,.497,5.9,.426,1.9,4.4,10.3,1.3,2.5,81,4,1768,0.8,12.8,0.4,1.1,4.1,Doug McDermott,26,Doug McDermott,SF
1.5,0.4,3.1,.460,4.6,.513,5.9,.387,1.6,4.2,10.1,1.2,2.2,55,1,1172,1.0,12.1,0.3,1.0,4.1,Doug McDermott,26,Doug McDermott,SF
1.8,0.2,3.6,.478,5.2,.465,6.1,.494,2.4,4.8,10.9,1.4,3.0,26,3,596,0.4,14.2,0.5,1.3,4.0,Doug McDermott,26,Doug McDermott,SF
1.9,3.3,6.4,.621,8.0,.638,12.5,.000,0.0,0.4,12.8,2.2,5.3,65,17,615,3.5,18.1,1.2,1.6,9.9,JaVale McGee,30,JaVale McGee,C
2.0,0.4,2.5,.493,4.3,.553,4.6,.429,1.8,4.2,8.8,0.5,2.5,18,2,299,1.3,11.0,1.0,0.5,3.9,Rodney McGruder,26,Rodney McGruder,SG
0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,Trey McKinney-Jones,27,Trey McKinney-Jones,SG
0.7,0.7,4.1,.533,5.4,.833,4.1,.333,2.0,6.1,10.2,1.4,5.4,14,0,53,0.7,14.3,0.7,2.0,4.8,Alfonzo McKinnie,25,Alfonzo McKinnie,SF
1.7,0.5,3.5,.421,5.2,.477,7.1,.346,1.8,5.2,12.3,1.7,4.6,56,17,1091,1.1,13.9,1.3,2.0,4.6,Ben McLemore,24,Ben McLemore,SG
0.0,0.0,0.0,.000,0.0,,0.0,.000,0.0,6.0,6.0,0.0,12.0,2,0,6,0.0,0.0,0.0,0.0,0.0,Josh McRoberts,30,Josh McRoberts,PF
2.3,0.1,3.6,.399,5.1,.464,5.9,.343,2.3,6.8,12.6,3.2,1.8,77,0,1119,0.5,15.7,0.9,1.2,4.1,Jodie Meeks,30,Jodie Meeks,SG
1.7,3.3,8.0,.642,4.3,.657,6.6,.000,0.0,0.1,6.8,1.9,6.0,61,1,729,4.2,10.6,1.1,1.9,12.1,Salah Mejri,31,Salah Mejri,C
1.1,1.3,8.0,.476,4.9,.561,8.4,.125,0.3,2.0,10.4,1.6,4.6,23,3,284,2.3,11.8,0.8,2.3,10.3,Jordan Mickey,23,Jordan Mickey,PF
4.0,0.3,4.6,.466,7.2,.517,10.4,.359,1.8,4.9,15.4,3.9,3.3,82,82,2982,0.5,19.9,1.4,2.3,5.2,Khris Middleton,26,Khris Middleton,SF
1.5,0.6,3.6,.379,6.1,.434,3.9,.361,4.4,12.2,16.1,2.2,3.6,70,3,1337,0.5,18.8,1.0,1.1,4.1,C.J. Miles,30,C.J. Miles,SF
2.1,0.3,2.7,.444,4.0,.535,2.4,.411,2.7,6.6,9.0,1.1,3.0,82,3,1944,0.3,11.8,0.5,1.1,3.0,Darius Miller,27,Darius Miller,SF
0.9,0.6,3.1,.464,3.7,.714,2.0,.381,2.3,6.0,8.0,1.1,2.9,15,4,126,1.1,10.9,0.3,1.4,4.3,Malcolm Miller,24,Malcolm Miller,SF
3.9,0.2,2.2,.411,4.8,.470,4.6,.372,2.6,7.1,11.7,1.8,2.2,82,36,2107,0.4,14.0,0.9,1.8,2.6,Patty Mills,29,Patty Mills,PG
,,,,,,,,,,,,,,,,,,,,,,,,
3.3,1.4,5.7,.464,6.4,.506,10.1,.345,1.2,3.6,13.7,3.5,3.1,38,37,1143,2.0,17.5,1.2,2.3,7.7,Paul Millsap,32,Paul Millsap,PF
1.9,0.9,8.3,.447,7.4,.525,7.9,.377,3.3,8.6,16.5,2.7,2.6,55,14,1494,1.4,20.7,1.1,1.5,9.8,Nikola Mirotić,26,Nikola Mirotić,PF
2.3,0.8,8.2,.474,8.3,.525,8.2,.429,4.0,9.3,17.5,3.8,2.6,25,3,622,1.0,24.3,0.9,1.8,9.2,Nikola Mirotić,26,Nikola Mirotić,PF
1.7,1.1,8.5,.427,6.7,.524,7.6,.335,2.7,8.1,15.8,1.9,2.6,30,11,872,1.7,18.1,1.2,1.3,10.2,Nikola Mirotić,26,Nikola Mirotić,PF
4.0,0.4,3.3,.437,8.1,.502,11.1,.340,2.6,7.5,18.6,3.3,2.9,79,71,2638,0.7,22.1,1.6,2.9,4.0,Donovan Mitchell,21,Donovan Mitchell,SG
0.0,0.0,0.0,1.000,36.0,,0.0,1.000,36.0,36.0,36.0,0.0,0.0,1,0,1,0.0,108.0,0.0,0.0,0.0,Naz Mitrou-Long,24,Naz Mitrou-Long,SG
3.8,0.4,2.4,.360,6.4,.385,7.7,.342,3.5,10.2,17.9,1.3,2.5,63,0,854,0.3,17.7,0.8,2.1,2.8,Malik Monk,19,Malik Monk,SG
3.9,0.8,8.3,.565,7.5,.565,13.4,,0.0,0.0,13.4,3.0,3.3,51,14,1040,3.8,18.1,1.5,3.3,12.1,Greg Monroe,27,Greg Monroe,C
2.3,0.0,8.7,.485,7.3,.485,15.0,,0.0,0.0,15.0,0.9,3.2,5,0,79,2.7,15.5,0.0,2.7,11.4,Greg Monroe,27,Greg Monroe,C
3.9,0.5,8.5,.626,7.5,.626,12.0,,0.0,0.0,12.0,2.4,3.1,20,14,465,3.9,17.4,1.2,3.1,12.4,Greg Monroe,27,Greg Monroe,C
4.3,1.2,8.1,.530,7.6,.530,14.4,,0.0,0.0,14.4,4.0,3.5,26,0,496,3.8,19.2,2.0,3.5,12.0,Greg Monroe,27,Greg Monroe,C
0.0,0.0,9.0,.000,0.0,.000,4.5,,0.0,0.0,4.5,0.0,0.0,2,0,8,0.0,0.0,0.0,9.0,9.0,Luis Montero,24,Luis Montero,SG
4.0,0.0,4.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,16.0,2,0,9,0.0,0.0,0.0,0.0,4.0,Ben Moore,22,Ben Moore,PF
2.6,0.2,2.5,.508,5.9,.556,7.4,.425,1.8,4.2,11.6,0.7,2.5,82,80,2586,0.8,14.2,1.1,1.4,3.3,E'Twaun Moore,28,E'Twaun Moore,SG
3.5,2.3,8.8,.541,3.0,.541,5.5,,0.0,0.0,5.5,0.5,5.2,67,3,805,3.6,6.4,1.4,1.9,12.4,Eric Moreland,26,Eric Moreland,PF
2.6,0.4,5.1,.406,4.8,.500,8.1,.200,0.7,3.7,11.8,0.0,0.7,6,0,98,0.7,10.3,0.7,2.2,5.9,Jaylen Morris,22,Jaylen Morris,SG
1.8,0.3,6.1,.429,6.5,.467,9.4,.368,2.1,5.8,15.2,3.1,2.5,54,21,1447,1.1,18.3,0.9,1.6,7.2,Marcus Morris,28,Marcus Morris,PF
2.6,0.7,6.1,.480,6.0,.529,8.8,.367,1.4,3.8,12.6,1.9,4.0,73,73,1968,1.4,15.4,1.0,2.3,7.5,Markieff Morris,28,Markieff Morris,PF
10.1,0.0,2.9,.667,5.8,.800,7.2,.000,0.0,1.4,8.6,2.9,1.4,3,0,25,0.0,14.4,4.3,1.4,2.9,Monte Morris,22,Monte Morris,PG
1.4,0.4,7.2,.533,8.2,.565,14.1,.167,0.2,1.2,15.3,3.1,3.7,11,4,176,2.9,19.6,0.6,1.8,10.0,Johnathan Motley,22,Johnathan Motley,PF
1.1,1.3,6.6,.559,5.2,.640,7.5,.222,0.4,1.8,9.3,2.3,3.9,31,13,359,3.2,13.1,0.5,3.3,9.8,Timofey Mozgov,31,Timofey Mozgov,C
6.0,0.3,3.6,.388,5.9,.415,10.9,.318,1.4,4.3,15.2,2.8,2.3,64,14,1245,0.8,16.0,1.2,3.3,4.4,Emmanuel Mudiay,21,Emmanuel Mudiay,PG
5.8,0.2,3.7,.401,6.2,.414,10.5,.373,1.8,4.9,15.4,3.0,2.3,42,0,752,0.8,17.2,1.0,3.4,4.5,Emmanuel Mudiay,21,Emmanuel Mudiay,PG
6.2,0.5,3.5,.368,5.5,.418,11.5,.196,0.7,3.4,14.9,2.6,2.4,22,14,493,0.7,14.2,1.5,3.0,4.2,Emmanuel Mudiay,21,Emmanuel Mudiay,PG
1.2,0.3,4.6,.447,7.2,.478,13.9,.259,0.6,2.3,16.2,3.4,2.6,43,2,418,2.0,18.4,0.8,0.5,6.5,Shabazz Muhammad,25,Shabazz Muhammad,SF-SG
0.8,0.2,3.6,.388,5.6,.422,12.2,.211,0.5,2.3,14.5,2.6,2.8,32,2,301,1.8,14.4,0.6,0.6,5.4,Shabazz Muhammad,25,Shabazz Muhammad,SF
2.2,0.3,7.1,.552,11.4,.576,18.2,.375,0.9,2.5,20.6,5.2,2.2,11,0,117,2.5,28.9,1.2,0.3,9.5,Shabazz Muhammad,25,Shabazz Muhammad,SG
6.9,0.0,0.0,.167,1.7,.250,6.9,.000,0.0,3.4,10.3,1.7,6.9,6,0,21,1.7,5.1,1.7,3.4,1.7,Xavier Munford,25,Xavier Munford,SG
4.8,0.6,7.2,.443,5.6,.454,11.9,.265,0.2,0.7,12.6,2.2,3.1,81,48,1743,2.3,13.5,2.0,2.8,9.5,Dejounte Murray,21,Dejounte Murray,PG
,,,,,,,,,,,,,,,,,,,,,,,,
3.8,0.4,3.0,.451,6.7,.502,8.8,.378,2.3,6.1,14.9,3.2,2.4,81,80,2565,1.2,19.0,1.1,2.4,4.2,Jamal Murray,20,Jamal Murray,PG
1.7,0.9,5.9,.458,4.9,.559,4.9,.371,2.1,5.7,10.6,1.9,2.7,53,7,1060,1.9,13.8,1.1,1.4,7.8,Mike Muscala,26,Mike Muscala,C
1.8,0.7,4.0,.336,3.4,.321,5.8,.354,1.6,4.5,10.3,1.6,3.1,48,1,522,0.9,10.1,1.0,2.3,4.9,Abdel Nader,24,Abdel Nader,SF
2.1,1.0,7.4,.581,6.1,.594,10.2,.167,0.1,0.3,10.5,2.3,4.4,66,27,1421,4.1,14.5,2.2,1.3,11.5,Larry Nance,25,Larry Nance,C
2.2,0.8,6.9,.601,5.9,.606,9.7,.250,0.0,0.2,9.9,2.1,4.4,42,17,922,4.2,14.1,2.3,1.6,11.1,Larry Nance,25,Larry Nance,C
1.8,1.3,8.3,.550,6.3,.572,11.0,.125,0.1,0.6,11.5,2.6,4.3,24,10,499,3.8,15.4,2.1,0.7,12.1,Larry Nance,25,Larry Nance,C
3.5,0.3,3.4,.420,5.2,.450,7.3,.376,1.9,5.1,12.5,2.7,2.0,74,10,1535,0.6,15.1,1.9,2.1,4.0,Shabazz Napier,26,Shabazz Napier,PG
6.4,0.1,3.2,.389,3.4,.450,4.3,.331,1.5,4.4,8.7,0.6,2.9,50,0,1013,0.5,8.8,1.0,2.4,3.7,Jameer Nelson,35,Jameer Nelson,PG
6.3,0.1,3.4,.410,3.4,.463,3.8,.364,1.6,4.4,8.2,0.5,2.7,43,0,897,0.4,8.9,0.9,2.2,3.9,Jameer Nelson,35,Jameer Nelson,PG
7.1,0.3,1.9,.282,3.4,.400,7.8,.071,0.3,4.3,12.1,0.9,4.3,7,0,116,0.6,8.1,1.2,3.4,2.5,Jameer Nelson,35,Jameer Nelson,PG
5.4,0.3,3.0,.457,5.0,.481,7.5,.404,1.4,3.4,10.9,1.9,2.7,41,0,498,0.5,13.2,0.9,2.6,3.5,Raul Neto,25,Raul Neto,PG
3.4,0.0,6.8,.364,4.5,.571,7.9,.000,0.0,4.5,12.4,1.1,1.1,9,0,32,3.4,10.1,2.3,3.4,10.1,Georges Niang,24,Georges Niang,PF
3.6,1.8,7.2,.500,4.5,.500,9.0,,0.0,0.0,9.0,1.8,4.5,7,0,40,5.4,10.8,1.8,3.6,12.6,Joakim Noah,32,Joakim Noah,C
1.5,1.7,9.2,.524,4.2,.529,7.9,.000,0.0,0.1,8.0,1.6,4.5,30,6,472,3.7,10.0,2.4,2.0,12.8,Nerlens Noel,23,Nerlens Noel,C
1.9,3.7,5.9,.613,4.2,.721,5.3,.263,0.4,1.6,6.9,1.6,4.2,49,3,418,1.6,10.5,2.0,1.4,7.5,Lucas Nogueira,25,Lucas Nogueira,C
2.3,0.9,7.9,.456,6.6,.494,8.0,.409,2.6,6.4,14.4,1.8,2.8,77,77,1900,0.4,17.6,0.8,1.0,8.3,Dirk Nowitzki,39,Dirk Nowitzki,C
5.3,0.4,3.0,.364,3.8,.385,7.2,.318,1.1,3.3,10.6,1.0,3.8,78,9,1706,0.8,9.8,1.4,2.8,3.7,Frank Ntilikina,19,Frank Ntilikina,PG
2.5,1.9,8.9,.505,8.3,.508,16.3,.000,0.0,0.1,16.4,3.0,4.3,79,79,2088,3.3,19.5,1.1,3.2,12.2,Jusuf Nurkić,23,Jusuf Nurkić,C
2.3,0.6,5.2,.478,4.4,.496,8.1,.346,0.4,1.1,9.3,2.9,3.5,70,21,1646,1.9,12.1,1.3,1.7,7.1,David Nwaba,25,David Nwaba,SG
1.3,0.6,6.1,.398,6.5,.422,12.2,.326,1.3,4.1,16.2,2.0,4.3,36,0,379,2.8,16.2,0.9,1.4,8.8,Johnny O'Bryant,24,Johnny O'Bryant,PF
3.0,0.5,6.6,.423,3.8,.470,5.2,.356,1.3,3.7,8.9,1.9,3.3,69,4,1150,0.8,10.7,1.1,1.7,7.4,Royce O'Neale,24,Royce O'Neale,SF
4.1,2.5,9.1,.583,5.8,.599,9.5,.235,0.1,0.4,10.0,2.5,5.0,77,10,1387,3.1,14.3,0.9,2.6,12.2,Kyle O'Quinn,27,Kyle O'Quinn,C
0.6,0.1,3.9,.346,2.0,.397,2.0,.320,1.3,3.9,5.9,0.8,2.8,73,0,1150,1.2,6.1,0.7,0.8,5.0,Semi Ojeleye,23,Semi Ojeleye,PF
0.8,2.5,7.4,.505,4.9,.505,9.7,,0.0,0.0,9.7,1.8,3.1,26,19,353,4.8,11.6,0.8,1.3,12.2,Emeka Okafor,35,Emeka Okafor,C
,,,,,,,,,,,,,,,,,,,,,,,,
1.2,1.8,6.5,.558,7.9,.567,13.7,.250,0.1,0.4,14.1,2.1,5.2,28,0,353,2.1,17.9,0.3,2.1,8.7,Jahlil Okafor,22,Jahlil Okafor,C
1.4,2.9,7.2,.444,5.8,.444,13.0,,0.0,0.0,13.0,2.9,10.1,2,0,25,5.8,14.4,0.0,4.3,13.0,Jahlil Okafor,22,Jahlil Okafor,C
1.2,1.8,6.5,.566,8.0,.576,13.7,.250,0.1,0.4,14.2,2.1,4.8,26,0,328,1.9,18.2,0.3,2.0,8.3,Jahlil Okafor,22,Jahlil Okafor,C
4.6,0.8,4.8,.477,9.0,.528,12.8,.371,2.3,6.1,18.9,4.1,2.5,75,75,2552,0.7,24.5,2.5,3.1,5.5,Victor Oladipo,25,Victor Oladipo,SG
4.2,0.7,6.9,.497,6.4,.590,7.2,.379,2.1,5.7,12.9,2.7,4.5,76,22,1779,1.8,17.6,1.3,3.0,8.7,Kelly Olynyk,26,Kelly Olynyk,PF
1.6,0.0,4.9,.400,3.3,.400,8.2,,0.0,0.0,8.2,0.0,6.5,1,0,22,1.6,6.5,0.0,4.9,6.5,Chinanu Onuaku,21,Chinanu Onuaku,C
2.2,0.2,5.4,.484,4.8,.586,5.3,.368,1.7,4.7,10.0,1.4,4.2,61,12,672,1.0,12.7,1.2,1.7,6.4,Cedi Osman,22,Cedi Osman,SF
1.6,0.6,4.9,.403,5.1,.456,6.8,.341,2.0,6.0,12.7,3.1,3.8,81,11,2231,1.0,15.4,1.3,1.5,5.9,Kelly Oubre,22,Kelly Oubre,SF
4.0,0.6,8.6,.564,5.5,.567,9.7,.000,0.0,0.0,9.8,2.8,4.5,69,57,972,3.3,13.8,1.4,2.7,11.9,Zaza Pachulia,33,Zaza Pachulia,C
3.9,0.0,5.1,.286,5.1,.333,7.7,.250,2.6,10.3,18.0,2.6,0.0,5,0,28,0.0,15.4,0.0,0.0,5.1,Marcus Paige,24,Marcus Paige,PG
2.7,1.8,7.1,.429,5.3,.429,12.4,,0.0,0.0,12.4,0.0,3.5,17,0,122,3.8,10.6,1.2,2.4,10.9,Georgios Papagiannis,20,Georgios Papagiannis,C
2.7,1.8,7.3,.415,5.2,.415,12.5,,0.0,0.0,12.5,0.0,3.7,16,0,118,3.7,10.4,0.6,2.4,11.0,Georgios Papagiannis,20,Georgios Papagiannis,C
0.0,0.0,0.0,1.000,9.0,1.000,9.0,,0.0,0.0,9.0,0.0,0.0,1,0,4,9.0,18.0,18.0,0.0,9.0,Georgios Papagiannis,20,Georgios Papagiannis,C
2.9,0.5,5.3,.482,7.8,.514,12.2,.383,1.5,3.9,16.1,1.9,2.4,31,3,743,2.0,18.9,1.2,2.2,7.3,Jabari Parker,22,Jabari Parker,PF
6.6,0.0,3.0,.459,6.0,.479,11.8,.270,0.3,1.2,13.0,1.8,1.7,55,21,1071,0.2,14.2,0.9,2.3,3.2,Tony Parker,35,Tony Parker,PG
3.6,0.6,4.0,.462,5.6,.504,5.9,.421,2.7,6.3,12.2,0.9,2.8,36,8,691,0.7,14.8,0.9,1.8,4.7,Chandler Parsons,29,Chandler Parsons,SF
1.6,0.7,4.6,.398,3.0,.421,2.7,.386,1.9,4.8,7.5,1.1,2.5,82,3,1270,0.9,9.0,1.4,0.9,5.5,Patrick Patterson,28,Patrick Patterson,PF
0.0,0.0,0.0,.500,9.0,.500,18.0,,0.0,0.0,18.0,0.0,9.0,1,0,4,0.0,18.0,9.0,0.0,0.0,Justin Patton,20,Justin Patton,C
2.3,0.4,3.9,.433,3.4,.548,4.6,.278,0.9,3.4,7.9,1.4,3.6,64,2,576,0.4,9.2,1.6,1.8,4.2,Brandon Paul,26,Brandon Paul,SG
8.9,0.3,5.4,.460,7.2,.532,8.2,.380,2.8,7.4,15.6,4.0,2.7,58,58,1847,0.7,21.1,1.9,2.5,6.1,Chris Paul,32,Chris Paul,PG
0.0,0.0,5.9,.700,5.9,.714,5.9,.667,1.7,2.5,8.4,4.2,5.0,5,0,43,1.7,17.6,1.7,1.7,7.5,Adreian Payne,26,Adreian Payne,PF
7.0,0.6,3.2,.405,5.4,.419,7.7,.385,2.2,5.6,13.3,0.7,2.7,25,14,582,1.1,13.7,1.6,2.2,4.3,Cameron Payne,23,Cameron Payne,PG
7.8,0.4,4.2,.493,6.6,.520,11.4,.326,0.6,1.8,13.3,2.2,2.9,63,63,1808,1.3,15.9,1.7,3.3,5.5,Elfrid Payton,23,Elfrid Payton,PG
7.9,0.5,3.6,.520,6.8,.545,11.2,.373,0.7,1.9,13.1,2.1,2.8,44,44,1257,1.3,16.4,1.8,3.3,5.0,Elfrid Payton,23,Elfrid Payton,PG
7.7,0.4,5.4,.435,5.9,.467,12.0,.200,0.3,1.6,13.7,2.4,3.3,19,19,551,1.1,14.6,1.2,3.5,6.5,Elfrid Payton,23,Elfrid Payton,PG
3.4,0.5,5.0,.405,4.9,.490,8.0,.240,1.0,4.1,12.1,0.5,4.9,23,6,221,2.1,11.2,1.1,1.1,7.2,Gary Payton,25,Gary Payton,PG
3.1,0.3,4.4,.394,4.4,.524,7.1,.167,0.7,4.1,11.2,0.7,5.8,12,6,106,1.4,10.2,1.0,1.0,5.8,Gary Payton,25,Gary Payton,PG
3.8,0.6,5.6,.415,5.3,.464,8.8,.308,1.3,4.1,12.8,0.3,4.1,11,0,115,2.8,12.2,1.3,1.3,8.5,Gary Payton,25,Gary Payton,PG
,,,,,,,,,,,,,,,,,,,,,,,,
4.8,0.0,2.4,.500,2.4,.500,4.8,,0.0,0.0,4.8,2.4,2.4,1,0,15,0.0,7.2,2.4,2.4,2.4,Kendrick Perkins,33,Kendrick Perkins,C
2.7,0.5,1.6,.154,1.1,.200,5.5,.000,0.0,1.6,7.1,1.6,3.3,14,0,66,0.5,3.8,1.1,0.5,2.2,London Perrantes,23,London Perrantes,PG
1.9,0.3,4.6,.378,4.5,.625,2.6,.310,2.9,9.3,11.8,1.3,2.1,20,0,225,1.3,13.1,0.3,0.6,5.9,Alec Peters,22,Alec Peters,PF
1.4,0.7,9.0,.333,0.7,.333,2.1,,0.0,0.0,2.1,8.3,6.9,8,0,52,2.8,9.7,0.0,2.1,11.8,Marshall Plumlee,25,Marshall Plumlee,C
3.6,2.0,6.7,.601,5.5,.602,9.2,.000,0.0,0.0,9.2,2.1,4.6,74,26,1439,3.3,13.1,1.2,2.6,10.0,Mason Plumlee,27,Mason Plumlee,C
1.8,1.2,5.9,.583,4.1,.583,7.1,,0.0,0.0,7.1,1.1,3.1,55,35,918,3.0,9.3,0.7,2.5,8.9,Miles Plumlee,29,Miles Plumlee,C
1.3,2.4,5.4,.659,6.0,.660,9.0,.500,0.0,0.0,9.1,1.4,5.0,82,0,1524,3.9,13.4,0.9,2.0,9.3,Jakob Pöltl,22,Jakob Pöltl,C
1.7,0.4,3.5,.286,2.6,.407,5.0,.136,0.6,4.0,9.0,2.6,4.4,23,1,196,1.5,8.3,1.5,2.0,5.0,Quincy Pondexter,29,Quincy Pondexter,SF
2.3,0.6,5.8,.503,6.6,.537,8.5,.441,2.0,4.6,13.1,1.6,2.2,77,77,2432,1.5,16.8,1.7,1.1,7.3,Otto Porter,24,Otto Porter,SF
2.7,0.5,7.4,.471,8.4,.514,12.9,.359,1.8,4.9,17.8,2.6,2.8,73,4,1643,3.5,21.1,1.1,2.3,10.9,Bobby Portis,22,Bobby Portis,PF
1.3,2.7,5.9,.439,9.0,.454,15.3,.395,2.1,5.3,20.6,5.1,3.3,48,48,1553,1.4,25.2,0.8,2.2,7.3,Kristaps Porziņģis,22,Kristaps Porziņģis,PF
2.0,0.7,6.7,.593,5.5,.656,7.4,.333,0.6,1.8,9.3,2.9,4.0,79,25,1672,2.9,14.4,1.4,1.3,9.6,Dwight Powell,26,Dwight Powell,C
3.0,0.5,3.6,.401,5.1,.516,6.4,.285,1.8,6.3,12.7,1.1,3.8,70,18,1062,0.5,13.1,1.3,2.2,4.0,Norman Powell,24,Norman Powell,SG
0.7,0.3,3.5,.423,3.8,.467,5.2,.364,1.4,3.8,9.0,0.0,5.5,25,0,104,2.4,9.0,1.0,0.7,5.9,Alex Poythress,24,Alex Poythress,PF
0.0,0.0,0.0,.500,6.0,1.000,6.0,.000,0.0,6.0,12.0,0.0,0.0,3,0,6,0.0,12.0,0.0,6.0,0.0,Jacob Pullen,28,Jacob Pullen,PG
2.1,0.4,3.2,.327,4.3,.400,6.8,.250,1.6,6.5,13.3,1.6,3.2,16,2,290,0.1,11.9,0.4,1.2,3.4,Rodney Purvis,23,Rodney Purvis,SG
0.6,4.1,4.6,.188,1.7,.308,3.8,.105,0.6,5.5,9.3,2.3,4.1,18,0,124,1.7,6.4,0.6,2.9,6.4,Zhou Qi,22,Zhou Qi,C
2.8,0.0,8.3,.333,2.8,1.000,2.8,.000,0.0,5.5,8.3,5.5,2.8,3,0,13,0.0,11.1,0.0,5.5,8.3,Tim Quarterman,23,Tim Quarterman,SG
2.2,0.9,7.3,.566,6.0,.566,10.6,,0.0,0.0,10.6,2.0,3.8,36,5,516,3.7,14.0,0.8,2.4,11.0,Ivan Rabb,20,Ivan Rabb,PF
3.5,0.7,7.8,.558,8.3,.575,14.1,.222,0.2,0.7,14.9,5.0,4.5,82,49,2190,3.0,21.7,0.7,3.5,10.8,Julius Randle,23,Julius Randle,C
,,,,,,,,,,,,,,,,,,,,,,,,
3.0,0.2,7.2,.473,8.6,.503,14.7,.347,1.2,3.5,18.2,2.0,2.8,59,57,1508,2.3,20.5,1.0,2.8,9.5,Zach Randolph,36,Zach Randolph,PF
5.5,0.9,1.5,.286,3.7,.393,8.5,.071,0.3,4.3,12.8,1.2,5.5,5,0,118,0.0,8.8,1.8,3.4,1.5,Xavier Rathan-Mayes,23,Xavier Rathan-Mayes,SG
3.6,0.1,2.9,.460,6.9,.504,7.1,.420,3.3,7.8,15.0,3.4,2.1,70,70,2116,0.2,20.4,0.6,1.8,3.0,J.J. Redick,33,J.J. Redick,SG
1.9,0.3,5.5,.289,3.3,.289,5.7,.289,1.6,5.7,11.3,1.2,2.5,21,1,242,0.3,9.4,1.5,1.5,5.8,Davon Reed,22,Davon Reed,SG
0.8,1.9,7.2,.669,6.8,.672,10.0,.500,0.1,0.2,10.2,2.7,4.7,42,5,428,2.9,16.4,0.8,1.6,10.2,Willie Reed,27,Willie Reed,C
0.8,1.9,7.3,.667,6.9,.669,10.1,.500,0.1,0.2,10.3,2.7,4.6,39,5,419,3.0,16.6,0.8,1.6,10.3,Willie Reed,27,Willie Reed,C
4.0,0.0,4.0,1.000,4.0,1.000,4.0,,0.0,0.0,4.0,0.0,12.0,3,0,9,0.0,8.0,0.0,0.0,4.0,Willie Reed,27,Willie Reed,C
3.1,1.0,2.9,.451,5.3,.495,7.3,.378,1.7,4.5,11.8,1.6,2.7,81,81,2689,0.9,14.0,1.6,1.9,3.8,Josh Richardson,24,Josh Richardson,SF
1.4,0.1,3.2,.333,3.3,.360,5.6,.300,1.3,4.4,10.0,1.9,3.0,26,4,324,0.6,9.9,1.1,1.1,3.8,Malachi Richardson,22,Malachi Richardson,SG
1.5,0.1,3.2,.330,3.3,.347,5.5,.308,1.4,4.4,9.9,1.9,3.0,25,4,319,0.6,9.8,1.1,1.1,3.7,Malachi Richardson,22,Malachi Richardson,SG
0.0,0.0,7.2,.500,7.2,1.000,7.2,.000,0.0,7.2,14.4,0.0,0.0,1,0,5,0.0,14.4,0.0,0.0,7.2,Malachi Richardson,22,Malachi Richardson,SG
4.2,0.3,2.1,.424,6.0,.461,7.8,.378,2.4,6.3,14.1,1.8,2.7,61,59,2057,0.5,16.1,1.3,1.9,2.5,Austin Rivers,25,Austin Rivers,SG
1.6,1.2,3.8,.537,3.0,.627,4.4,.222,0.3,1.2,5.6,0.4,3.1,39,39,1037,2.6,6.7,1.6,1.0,6.4,Andre Roberson,26,Andre Roberson,SG
