name,position,age,Teams,GP,GS,MP,FG PP,FGA PP,FG %,FG3 PP,FG3A PP,FG3 %,FG2 PP,FG2A PP,FG2 %,FT PP,FTA PP,FT %,ORB PP,DRB PP,TRB PP,APP,SPP,BPP,TO PP,Fouls PP,PPP,Off. Ra
Alex Abrines,SG,23,Alex Abrines,68,6,1055,6.2,15.9,.393,4.4,11.5,.381,1.9,4.4,.426,2.0,2.3,.898,0.8,3.2,4.0,1.9,1.7,0.4,1.5,5.3,18.9,113
Quincy Acy,PF,26,Quincy Acy,38,1,558,6.0,14.6,.412,3.2,7.7,.411,2.8,6.8,.413,3.9,5.1,.750,1.7,8.1,9.8,1.5,1.2,1.3,1.8,5.7,19.0,109
Quincy Acy,PF,26,Quincy Acy,6,0,48,5.4,18.4,.294,1.1,7.6,.143,4.3,10.8,.400,2.2,3.3,.667,2.2,6.5,8.7,0.0,0.0,0.0,2.2,9.8,14.1,71
Quincy Acy,PF,26,Quincy Acy,32,1,510,6.0,14.2,.425,3.3,7.7,.434,2.7,6.5,.414,4.0,5.3,.754,1.7,8.3,9.9,1.7,1.3,1.4,1.8,5.4,19.4,113
Steven Adams,C,23,Steven Adams,80,80,2389,7.7,13.5,.571,0.0,0.0,.000,7.7,13.4,.572,3.2,5.3,.611,5.8,6.8,12.6,1.8,1.8,1.6,3.0,4.0,18.6,114
Arron Afflalo,SG,31,Arron Afflalo,61,45,1580,5.9,13.5,.440,2.0,4.8,.411,3.9,8.6,.457,2.7,3.0,.892,0.3,3.7,4.0,2.5,0.7,0.2,1.3,3.3,16.5,109
Alexis Ajinca,C,28,Alexis Ajinca,39,15,584,7.5,14.9,.500,0.0,0.3,.000,7.5,14.6,.511,2.4,3.4,.725,3.9,11.0,14.8,1.0,1.7,1.8,2.6,6.5,17.4,101
Cole Aldrich,C,28,Cole Aldrich,62,0,531,4.3,8.2,.523,0.0,0.0,,4.3,8.2,.523,1.4,2.1,.682,4.9,10.2,15.1,2.4,2.4,2.2,1.6,8.1,10.0,118
LaMarcus Aldridge,PF,31,LaMarcus Aldridge,72,72,2335,10.9,22.9,.477,0.5,1.2,.411,10.4,21.7,.480,4.8,5.9,.812,3.8,7.7,11.4,3.0,1.0,1.9,2.1,3.4,27.1,111
Lavoy Allen,PF,27,Lavoy Allen,61,5,871,4.4,9.7,.458,0.0,0.1,.000,4.4,9.6,.461,1.3,1.9,.697,6.0,6.6,12.6,3.3,1.0,1.4,1.7,4.5,10.2,114
Tony Allen,SG,35,Tony Allen,71,66,1914,7.4,16.2,.461,0.4,1.5,.278,7.0,14.7,.479,2.2,3.5,.615,4.5,6.1,10.6,2.7,3.1,0.8,2.7,4.8,17.5,101
Al-Farouq Aminu,PF,26,Al-Farouq Aminu,61,25,1773,5.1,13.1,.393,2.0,5.9,.330,3.2,7.1,.445,2.7,3.8,.706,2.2,10.5,12.6,2.8,1.7,1.2,2.6,2.9,14.9,100
Chris Andersen,C,38,Chris Andersen,12,0,114,3.9,9.6,.409,0.0,1.3,.000,3.9,8.3,.474,4.4,6.1,.714,3.9,9.6,13.6,2.2,2.2,3.1,2.2,8.8,12.3,107
Alan Anderson,SF,34,Alan Anderson,30,0,308,4.9,13.0,.375,2.3,7.1,.318,2.6,5.8,.444,1.9,2.6,.750,0.5,3.4,3.9,1.8,0.5,0.0,1.1,5.7,14.0,100
Justin Anderson,SF,23,Justin Anderson,75,10,1228,7.7,18.1,.424,2.4,8.0,.299,5.3,10.1,.522,4.2,5.3,.791,2.8,7.3,10.1,2.7,1.7,0.9,2.7,4.5,21.9,104
Justin Anderson,SF,23,Justin Anderson,51,2,710,8.1,20.3,.401,2.7,8.9,.303,5.4,11.4,.477,5.1,6.5,.795,2.9,8.1,10.9,2.3,2.1,1.2,2.9,4.7,24.1,101
Justin Anderson,SF,23,Justin Anderson,24,8,518,7.1,15.2,.463,2.0,6.8,.292,5.1,8.5,.600,3.0,3.9,.780,2.8,6.2,9.0,3.2,1.2,0.7,2.4,4.2,19.1,109
Kyle Anderson,SF,23,Kyle Anderson,72,14,1020,4.6,10.4,.445,0.7,2.0,.375,3.9,8.4,.462,2.2,2.8,.789,1.6,8.7,10.4,4.5,2.5,1.3,1.9,3.1,12.3,109
Ryan Anderson,PF,28,Ryan Anderson,72,72,2116,7.3,17.5,.418,4.6,11.5,.403,2.7,6.1,.446,2.9,3.4,.860,2.5,4.9,7.5,1.5,0.7,0.3,1.2,3.2,22.2,119
Giannis Antetokounmpo,SF,22,Giannis Antetokounmpo,80,80,2845,11.7,22.5,.521,0.9,3.2,.272,10.8,19.3,.563,8.4,10.9,.770,2.5,10.0,12.5,7.7,2.3,2.7,4.2,4.4,32.7,116
Carmelo Anthony,SF,32,Carmelo Anthony,74,74,2538,11.9,27.4,.433,3.0,8.3,.359,8.9,19.1,.466,6.0,7.2,.833,1.2,7.4,8.6,4.2,1.2,0.7,3.0,3.9,32.7,108
Joel Anthony,C,34,Joel Anthony,19,0,122,4.2,6.7,.625,0.0,0.0,,4.2,6.7,.625,2.1,3.3,.625,3.3,9.6,12.9,1.3,0.8,2.5,1.7,4.6,10.4,121
Trevor Ariza,SF,31,Trevor Ariza,80,80,2773,5.6,13.8,.409,3.3,9.6,.344,2.3,4.2,.556,1.6,2.2,.738,0.9,7.0,7.9,3.0,2.5,0.3,1.3,2.3,16.2,113
Darrell Arthur,PF,28,Darrell Arthur,41,7,639,7.3,16.4,.442,4.1,8.9,.453,3.2,7.5,.429,1.5,1.7,.864,1.9,6.6,8.6,3.2,1.5,1.6,2.8,5.8,20.0,110
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omer Asik,C,30,Omer Asik,31,19,482,3.1,6.6,.477,0.0,0.0,,3.1,6.6,.477,2.3,4.0,.590,4.9,11.7,16.6,1.5,0.5,1.0,1.4,5.2,8.6,114
D.J. Augustin,PG,29,D.J. Augustin,78,20,1538,6.3,16.7,.377,3.1,8.8,.347,3.2,7.8,.412,4.2,5.2,.814,0.5,3.3,3.8,6.7,1.0,0.0,2.9,3.3,19.9,104
Luke Babbitt,SF,27,Luke Babbitt,68,55,1065,5.3,13.3,.402,4.1,9.9,.414,1.2,3.4,.366,0.5,0.7,.733,0.6,6.1,6.7,1.7,0.9,0.5,1.2,5.6,15.3,110
Ron Baker,SG,23,Ron Baker,52,13,857,4.8,12.7,.378,1.3,5.0,.267,3.4,7.6,.450,1.6,2.5,.651,0.7,5.0,5.7,6.2,2.0,0.5,3.3,4.3,12.5,92
Wade Baldwin,PG,20,Wade Baldwin,33,1,405,4.6,14.8,.313,0.4,2.8,.136,4.2,11.9,.355,4.0,4.8,.838,1.4,4.5,5.9,7.8,2.3,0.9,5.0,5.1,13.6,83
Leandro Barbosa,SG,34,Leandro Barbosa,67,0,963,8.6,19.5,.439,1.7,4.9,.357,6.8,14.6,.466,2.0,2.2,.889,0.7,4.4,5.2,4.0,1.5,0.4,2.4,4.1,20.8,103
J.J. Barea,PG,32,J.J. Barea,35,6,771,9.6,23.2,.414,3.6,10.0,.358,6.0,13.2,.456,3.0,3.4,.863,0.6,5.1,5.7,13.0,0.9,0.1,4.3,2.0,25.7,106
Harrison Barnes,PF,24,Harrison Barnes,79,79,2803,11.1,23.8,.468,1.4,4.1,.351,9.7,19.6,.492,4.5,5.2,.861,1.7,5.6,7.3,2.2,1.2,0.3,1.9,2.4,28.2,106
Matt Barnes,SF,36,Matt Barnes,74,18,1777,5.2,13.3,.391,2.4,7.4,.331,2.8,5.9,.467,2.0,2.5,.787,2.0,8.8,10.8,5.5,1.4,0.7,3.0,5.2,14.8,102
Matt Barnes,SF,36,Matt Barnes,54,13,1367,5.4,14.2,.384,2.6,7.8,.327,2.9,6.4,.453,1.9,2.4,.758,2.0,8.8,10.8,5.6,1.3,0.6,3.1,5.1,15.3,100
Matt Barnes,SF,36,Matt Barnes,20,5,410,4.5,10.6,.422,2.1,6.1,.346,2.3,4.5,.526,2.3,2.7,.870,1.8,8.9,10.7,5.3,1.4,1.1,2.8,5.5,13.4,110
Will Barton,SG,26,Will Barton,60,19,1705,8.4,19.1,.443,2.5,6.7,.370,6.0,12.3,.483,4.1,5.4,.753,1.7,5.8,7.4,5.9,1.4,0.8,2.8,3.2,23.5,112
Brandon Bass,PF,31,Brandon Bass,52,0,577,9.3,16.1,.575,0.1,0.3,.333,9.2,15.8,.579,6.7,7.6,.875,3.7,7.4,11.2,1.8,1.2,1.0,2.5,3.9,25.3,125
Nicolas Batum,SG,28,Nicolas Batum,77,77,2617,7.5,18.7,.403,2.6,7.8,.333,4.9,10.9,.453,4.7,5.4,.856,0.9,8.3,9.2,8.7,1.6,0.6,3.7,2.1,22.3,105
Jerryd Bayless,PG,28,Jerryd Bayless,3,1,71,7.5,22.0,.344,1.4,3.4,.400,6.2,18.5,.333,6.2,6.9,.900,2.1,6.2,8.2,8.9,0.0,0.0,6.2,2.7,22.6,90
Aron Baynes,C,30,Aron Baynes,75,2,1163,6.2,12.1,.513,0.0,0.0,,6.2,12.1,.513,3.4,4.1,.840,4.8,9.6,14.5,1.4,0.7,1.7,2.2,7.2,15.9,114
Kent Bazemore,SF,27,Kent Bazemore,73,64,1963,7.4,18.1,.409,2.3,6.7,.346,5.1,11.4,.446,3.0,4.2,.708,1.1,4.7,5.8,4.4,2.3,1.3,3.1,4.1,20.1,97
Bradley Beal,SG,23,Bradley Beal,77,77,2684,11.7,24.3,.482,4.1,10.1,.404,7.6,14.1,.538,5.2,6.3,.825,1.0,3.4,4.4,4.9,1.5,0.4,2.9,3.1,32.7,117
Malik Beasley,SG,20,Malik Beasley,22,1,165,9.8,21.6,.452,2.7,8.3,.321,7.1,13.3,.533,2.4,3.0,.800,1.5,3.6,5.0,3.3,2.1,0.0,2.4,3.0,24.6,107
Michael Beasley,PF,28,Michael Beasley,56,6,935,11.7,22.1,.532,1.0,2.3,.419,10.8,19.7,.545,4.2,5.7,.743,2.2,8.3,10.5,2.9,1.5,1.5,3.6,5.0,28.7,106
Marco Belinelli,SG,30,Marco Belinelli,74,0,1778,7.4,17.4,.429,2.9,8.0,.360,4.6,9.4,.488,4.2,4.7,.893,0.4,4.6,5.0,4.1,1.2,0.3,2.0,2.5,22.0,110
DeAndre' Bembry,SF,22,DeAndre' Bembry,38,1,371,6.2,13.0,.480,0.1,2.4,.056,6.1,10.6,.575,0.8,2.1,.375,1.9,6.0,7.8,3.7,1.1,0.7,2.1,2.8,13.4,97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragan Bender,PF,19,Dragan Bender,43,0,574,4.8,13.4,.354,2.3,8.4,.277,2.4,5.0,.483,0.3,0.9,.364,1.9,6.7,8.6,1.9,0.8,1.8,2.7,6.2,12.2,86
Anthony Bennett,PF,23,Anthony Bennett,23,1,264,6.8,16.5,.413,2.3,8.6,.271,4.5,7.9,.568,4.7,6.5,.722,4.5,9.5,14.0,2.2,0.9,0.5,2.2,3.2,20.7,110
Ben Bentil,PF,21,Ben Bentil,3,0,10,0.0,15.6,.000,0.0,5.2,.000,0.0,10.4,.000,0.0,0.0,,0.0,10.4,10.4,0.0,0.0,0.0,5.2,5.2,0.0,0
Davis Bertans,PF,24,Davis Bertans,67,6,808,6.5,14.8,.440,4.4,10.9,.399,2.1,3.8,.557,1.8,2.1,.824,1.4,4.8,6.2,2.9,1.3,1.8,2.0,4.7,19.1,115
Patrick Beverley,SG,28,Patrick Beverley,67,67,2058,5.3,12.7,.420,2.6,6.7,.382,2.8,5.9,.463,1.7,2.2,.768,2.2,6.9,9.2,6.6,2.3,0.6,2.3,5.2,14.9,116
Bismack Biyombo,C,24,Bismack Biyombo,81,27,1793,4.9,9.4,.528,0.0,0.0,,4.9,9.4,.528,3.5,6.5,.534,4.3,11.3,15.7,2.0,0.7,2.5,2.6,5.6,13.4,106
Nemanja Bjelica,PF,28,Nemanja Bjelica,65,1,1190,6.4,15.2,.424,2.4,7.5,.316,4.0,7.6,.531,1.9,2.6,.738,2.4,8.0,10.4,3.4,1.7,0.9,2.5,6.6,17.2,105
Tarik Black,C,25,Tarik Black,67,16,1091,6.7,13.1,.510,0.0,0.1,.500,6.7,13.0,.510,3.7,4.9,.752,6.4,8.9,15.3,1.7,1.3,2.0,2.6,7.7,17.1,114
Eric Bledsoe,PG,27,Eric Bledsoe,66,66,2176,9.9,22.7,.434,2.3,6.8,.335,7.6,15.9,.477,8.5,10.1,.847,1.1,5.9,7.0,9.2,2.0,0.7,4.9,3.6,30.6,111
Bojan Bogdanovic,SF,27,Bojan Bogdanovic,81,54,2083,8.7,19.4,.445,3.3,9.0,.367,5.3,10.4,.512,5.0,5.6,.893,0.9,5.5,6.4,2.6,0.8,0.2,3.0,3.4,25.6,108
Bojan Bogdanovic,SF,27,Bojan Bogdanovic,55,54,1482,8.6,19.5,.440,3.2,8.9,.357,5.4,10.7,.509,4.7,5.3,.874,0.7,5.6,6.3,2.9,0.8,0.1,3.0,3.2,25.0,106
Bojan Bogdanovic,SF,27,Bojan Bogdanovic,26,0,601,8.8,19.2,.457,3.7,9.4,.391,5.1,9.8,.521,5.8,6.2,.934,1.1,5.4,6.6,1.7,0.8,0.3,3.1,3.9,27.1,113
Andrew Bogut,C,32,Andrew Bogut,27,21,583,3.4,7.2,.469,0.0,0.1,.000,3.4,7.1,.475,0.3,1.0,.273,5.0,14.5,19.5,4.4,1.2,2.2,3.8,7.7,7.1,93
Andrew Bogut,C,32,Andrew Bogut,26,21,582,3.4,7.2,.469,0.0,0.1,.000,3.4,7.2,.475,0.3,1.0,.273,5.0,14.5,19.5,4.4,1.2,2.2,3.8,7.5,7.1,93
Andrew Bogut,C,32,Andrew Bogut,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.8,0.0,
Joel Bolomboy,PF,23,Joel Bolomboy,12,0,53,8.9,15.8,.563,1.0,4.0,.250,7.9,11.9,.667,3.0,5.9,.500,4.0,12.9,16.8,2.0,1.0,2.0,2.0,1.0,21.8,117
Devin Booker,SG,20,Devin Booker,78,78,2730,10.6,25.1,.423,2.6,7.1,.363,8.0,18.0,.447,6.4,7.7,.832,0.8,3.6,4.4,4.7,1.3,0.4,4.2,4.2,30.3,103
Trevor Booker,PF,29,Trevor Booker,71,43,1754,8.2,16.0,.516,0.7,2.1,.321,7.6,13.9,.546,2.0,3.0,.673,3.9,11.6,15.4,3.7,2.0,0.8,3.4,4.1,19.2,105
Avery Bradley,SG,26,Avery Bradley,55,55,1835,9.7,20.9,.463,2.9,7.5,.390,6.8,13.5,.504,1.8,2.5,.731,1.8,7.3,9.0,3.3,1.8,0.3,2.4,3.8,24.2,105
Corey Brewer,SF,30,Corey Brewer,82,11,1281,5.5,13.1,.422,1.0,4.4,.229,4.5,8.7,.522,1.9,2.6,.735,1.2,5.0,6.2,3.6,2.3,0.8,2.1,5.0,14.0,101
Corey Brewer,SF,30,Corey Brewer,58,8,923,4.9,11.8,.414,1.1,4.9,.234,3.7,6.9,.541,1.7,2.3,.727,1.1,4.8,5.9,3.2,1.9,0.6,1.9,5.4,12.6,100
Corey Brewer,SF,30,Corey Brewer,24,3,358,7.2,16.5,.438,0.7,3.3,.208,6.5,13.2,.495,2.4,3.3,.750,1.5,5.6,7.1,4.9,3.3,1.1,2.6,3.9,17.6,101
Malcolm Brogdon,SG,24,Malcolm Brogdon,75,28,1982,7.4,16.3,.457,2.0,4.9,.404,5.4,11.3,.480,2.8,3.2,.865,1.2,4.3,5.5,8.1,2.2,0.3,2.9,3.6,19.7,111
Aaron Brooks,PG,32,Aaron Brooks,65,0,894,6.8,16.8,.403,2.7,7.2,.375,4.1,9.6,.424,1.8,2.2,.800,1.0,2.9,3.9,7.0,1.4,0.5,3.7,5.2,18.0,98
Anthony Brown,SF,24,Anthony Brown,11,0,159,5.6,15.4,.360,2.2,8.3,.259,3.4,7.1,.478,0.0,0.0,,2.5,7.7,10.2,2.5,1.5,0.3,1.9,4.6,13.3,89
Anthony Brown,SF,24,Anthony Brown,9,0,143,4.8,14.0,.341,2.1,8.2,.250,2.7,5.8,.471,0.0,0.0,,2.1,6.8,8.9,2.1,1.7,0.3,1.7,4.5,11.6,85
Anthony Brown,SF,24,Anthony Brown,2,0,16,12.4,27.9,.444,3.1,9.3,.333,9.3,18.6,.500,0.0,0.0,,6.2,15.5,21.7,6.2,0.0,0.0,3.1,6.2,27.9,104
Bobby Brown,PG,32,Bobby Brown,25,0,123,9.0,23.4,.383,5.5,13.7,.400,3.5,9.8,.360,0.8,0.8,1.000,0.0,2.3,2.3,5.5,0.4,0.0,2.0,2.0,24.2,105
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaylen Brown,SF,20,Jaylen Brown,78,20,1341,7.1,15.6,.454,1.7,5.0,.341,5.4,10.6,.507,3.1,4.6,.685,1.7,6.5,8.1,2.4,1.3,0.7,2.5,5.3,19.0,102
Nicolas Brussino,SG,23,Nicolas Brussino,54,2,521,5.2,14.1,.369,2.9,9.5,.305,2.3,4.6,.500,1.7,2.2,.773,2.6,6.9,9.5,4.7,1.7,0.8,2.6,4.3,15.0,101
Reggie Bullock,SF,25,Reggie Bullock,31,5,467,5.8,13.8,.422,3.0,7.9,.384,2.8,5.9,.473,0.5,0.8,.714,1.4,5.5,6.9,3.1,1.9,0.3,1.1,2.4,15.3,112
Trey Burke,PG,24,Trey Burke,57,0,703,8.1,17.9,.455,2.2,4.9,.443,6.0,13.0,.459,1.5,2.0,.759,0.5,2.8,3.3,7.0,0.8,0.4,3.4,3.8,20.0,103
Alec Burks,SG,25,Alec Burks,42,0,653,7.9,19.9,.399,2.0,6.1,.329,5.9,13.8,.430,4.8,6.3,.769,1.4,8.3,9.6,2.4,1.4,0.4,2.8,4.0,22.7,98
Jimmy Butler,SF,27,Jimmy Butler,76,75,2809,10.2,22.5,.455,1.6,4.4,.367,8.6,18.0,.477,10.5,12.1,.865,2.3,6.1,8.4,7.5,2.6,0.6,2.9,2.0,32.6,123
Bruno Caboclo,SF,21,Bruno Caboclo,9,0,40,7.6,20.3,.375,2.5,7.6,.333,5.1,12.7,.400,0.0,0.0,,6.3,6.3,12.7,5.1,2.5,1.3,2.5,5.1,17.7,103
Jose Calderon,PG,35,Jose Calderon,41,13,539,5.0,12.2,.410,1.8,5.8,.313,3.2,6.4,.500,1.0,1.1,.917,1.4,5.4,6.7,8.0,1.0,0.1,3.7,3.3,12.8,100
Jose Calderon,PG,35,Jose Calderon,24,11,292,5.3,12.8,.416,2.0,5.7,.353,3.3,7.2,.465,0.7,0.7,1.000,1.3,5.7,7.0,8.5,1.2,0.2,4.3,3.7,13.3,98
Jose Calderon,PG,35,Jose Calderon,17,2,247,4.6,11.4,.404,1.6,6.0,.267,3.0,5.4,.556,1.4,1.6,.875,1.4,5.0,6.4,7.4,0.8,0.0,3.0,2.8,12.2,103
Kentavious Caldwell-Pope,SG,23,Kentavious Caldwell-Pope,76,75,2529,7.4,18.5,.399,3.1,8.7,.350,4.3,9.8,.442,3.1,3.7,.832,1.1,3.9,5.0,3.9,1.8,0.2,1.7,2.4,20.9,107
Isaiah Canaan,SG,25,Isaiah Canaan,39,0,592,5.4,14.7,.364,2.1,8.0,.266,3.2,6.7,.481,2.6,2.8,.909,0.5,3.7,4.3,3.1,1.9,0.1,1.8,3.0,15.4,100
Clint Capela,C,22,Clint Capela,65,59,1551,11.2,17.4,.643,0.0,0.0,,11.2,17.4,.643,2.9,5.5,.531,5.5,10.8,16.3,1.9,1.1,2.4,2.7,5.5,25.3,122
DeMarre Carroll,SF,30,DeMarre Carroll,72,72,1882,5.9,14.8,.400,2.9,8.6,.341,3.0,6.2,.483,2.4,3.2,.761,1.7,5.7,7.4,2.0,2.2,0.7,1.5,3.9,17.2,110
Vince Carter,SF,40,Vince Carter,73,15,1799,5.6,14.2,.394,3.2,8.6,.378,2.3,5.6,.418,2.5,3.3,.765,1.0,5.5,6.6,3.8,1.7,1.0,1.4,4.7,16.9,112
Michael Carter-Williams,PG,25,Michael Carter-Williams,45,19,846,6.7,18.2,.366,0.9,3.8,.234,5.8,14.4,.401,3.5,4.6,.753,1.4,7.7,9.1,6.7,2.3,1.4,3.9,6.1,17.7,90
Omri Casspi,PF,28,Omri Casspi,36,2,643,6.1,12.9,.470,1.2,3.4,.349,4.9,9.5,.512,1.3,2.3,.586,2.1,6.7,8.8,2.9,1.8,0.2,2.3,3.9,14.6,102
Omri Casspi,PF,28,Omri Casspi,22,2,397,6.8,14.9,.453,1.4,3.7,.379,5.4,11.2,.477,1.5,2.7,.571,2.5,8.9,11.5,3.3,1.3,0.1,2.2,2.9,16.4,102
Omri Casspi,PF,28,Omri Casspi,1,0,24,10.2,18.4,.556,4.1,8.2,.500,6.1,10.2,.600,0.0,0.0,,2.0,2.0,4.1,0.0,0.0,0.0,4.1,6.1,24.5,101
Omri Casspi,PF,28,Omri Casspi,13,0,222,4.3,8.7,.500,0.5,2.3,.200,3.9,6.4,.607,1.1,1.8,.625,1.4,3.2,4.6,2.5,3.0,0.5,2.3,5.5,10.3,100
Willie Cauley-Stein,C,23,Willie Cauley-Stein,75,21,1421,9.1,17.1,.530,0.0,0.1,.000,9.1,17.1,.532,3.6,5.4,.669,3.0,9.0,12.1,2.8,1.9,1.6,2.5,5.2,21.8,109
Tyson Chandler,C,34,Tyson Chandler,47,46,1298,5.6,8.4,.671,0.0,0.0,,5.6,8.4,.671,3.4,4.6,.734,5.6,14.2,19.9,1.1,1.2,0.9,2.4,4.6,14.6,129
Wilson Chandler,SF,29,Wilson Chandler,71,33,2197,9.6,20.9,.461,2.4,7.2,.337,7.2,13.6,.527,3.1,4.3,.727,2.3,7.9,10.2,3.1,1.1,0.7,2.5,3.8,24.8,109
Marquese Chriss,PF,19,Marquese Chriss,82,75,1743,7.8,17.4,.449,2.0,6.2,.321,5.8,11.2,.520,3.1,5.0,.624,2.6,6.9,9.6,1.6,1.8,1.9,3.0,7.2,20.7,102
