APP,BPP,DRB PP,FG %,FG PP,FG2 %,FG2 PP,FG2A PP,FG3 %,FG3 PP,FG3A PP,FGA PP,FT %,FT PP,FTA PP,Fouls PP,GP,GS,MP,ORB PP,Off. Ra,PPP,SPP,TO PP,TRB PP,Teams,age,name,position
3.6,0.3,5.7,.407,6.5,.455,4.7,10.4,.315,1.7,5.5,15.9,.714,2.2,3.1,4.1,43,13,984,1.0,94,16.9,1.1,2.8,6.7,Wayne Selden,24,Wayne Selden,SG
4.6,0.1,3.4,.430,9.9,.440,7.6,17.4,.402,2.3,5.6,23.0,.839,4.1,4.9,3.5,82,72,2605,1.1,101,26.1,0.8,3.5,4.5,Collin Sexton,20,Collin Sexton,PG
3.1,0.3,3.0,.431,6.3,.453,1.9,4.2,.422,4.4,10.4,14.6,.806,2.0,2.4,4.1,79,27,1802,0.6,120,18.9,1.0,1.2,3.5,Landry Shamet,21,Landry Shamet,SG
2.5,0.3,2.7,.441,6.5,.529,2.3,4.3,.404,4.2,10.4,14.8,.815,1.9,2.3,4.5,54,4,1108,0.6,119,19.1,1.0,1.1,3.3,Landry Shamet,21,Landry Shamet,SG
3.9,0.1,3.3,.414,5.9,.322,1.3,4.0,.450,4.6,10.3,14.3,.795,2.1,2.7,3.3,25,23,694,0.5,120,18.6,0.9,1.3,3.8,Landry Shamet,21,Landry Shamet,SG
3.6,0.8,5.0,.374,5.3,.416,2.3,5.5,.348,3.0,8.7,14.2,.800,1.1,1.4,4.0,62,41,1481,0.9,103,14.8,1.9,1.6,5.8,Iman Shumpert,28,Iman Shumpert,SG
3.9,0.8,4.7,.382,5.6,.404,2.5,6.2,.366,3.1,8.6,14.7,.829,1.4,1.7,3.9,42,40,1099,0.8,105,15.8,2.0,1.6,5.5,Iman Shumpert,28,Iman Shumpert,SG
2.7,0.5,5.9,.347,4.4,.481,1.7,3.5,.296,2.7,9.1,12.6,.500,0.3,0.5,4.5,20,1,382,1.0,96,11.7,1.5,1.5,6.9,Iman Shumpert,28,Iman Shumpert,SG
4.7,1.0,8.0,.549,9.8,.602,8.3,13.7,.369,1.5,4.0,17.8,.785,4.5,5.7,4.5,80,79,2548,2.3,120,25.5,1.4,2.9,10.3,Pascal Siakam,24,Pascal Siakam,PF
0.0,0.0,0.0,1.000,11.6,,0.0,0.0,1.000,11.6,11.6,11.6,,0.0,0.0,0.0,1,0,4,0.0,300,34.7,0.0,0.0,0.0,Jordan Sibert,26,Jordan Sibert,SG
10.7,1.1,9.2,.563,9.4,.566,9.4,16.7,.000,0.0,0.1,16.8,.600,4.5,7.5,3.7,79,79,2700,3.0,114,23.4,2.0,4.8,12.2,Ben Simmons,22,Ben Simmons,PG
5.8,0.7,4.5,.380,6.1,.427,4.8,11.2,.269,1.3,4.7,16.0,.742,3.3,4.4,4.1,56,9,1064,1.2,95,16.7,1.3,3.1,5.8,Jonathon Simmons,29,Jonathon Simmons,SG-SF
5.5,0.8,4.5,.364,6.0,.419,4.9,11.8,.229,1.1,4.8,16.6,.778,3.2,4.2,3.9,41,9,845,1.3,91,16.4,1.0,3.2,5.8,Jonathon Simmons,29,Jonathon Simmons,SG
7.1,0.2,4.7,.453,6.3,.465,4.3,9.3,.429,1.9,4.5,13.8,.640,3.5,5.4,4.5,15,0,219,0.9,112,17.9,2.4,2.6,5.6,Jonathon Simmons,29,Jonathon Simmons,SF
0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1,0,2,0.0,,0.0,0.0,0.0,0.0,Kobi Simmons,21,Kobi Simmons,PG
4.5,0.0,3.4,.444,9.6,.529,6.2,11.7,.345,3.4,10.0,21.6,.563,3.1,5.5,3.1,20,1,141,1.0,102,25.8,0.3,3.8,4.5,Anfernee Simons,19,Anfernee Simons,SG
7.0,0.6,3.9,.422,5.2,.511,2.5,4.8,.364,2.8,7.6,12.4,.806,2.3,2.8,4.4,80,60,2200,1.2,113,15.5,3.1,2.7,5.1,Marcus Smart,24,Marcus Smart,SG
8.1,0.6,3.9,.428,8.9,.477,6.8,14.2,.322,2.1,6.7,20.9,.635,3.2,5.0,4.1,53,50,1508,1.0,96,23.2,2.1,4.9,5.0,Dennis Smith,21,Dennis Smith,PG
7.4,0.6,4.2,.440,8.4,.491,6.1,12.4,.344,2.3,6.7,19.1,.695,3.0,4.4,4.4,32,32,908,1.0,96,22.1,2.1,5.3,5.2,Dennis Smith,21,Dennis Smith,PG
9.2,0.7,3.5,.413,9.7,.462,7.8,16.9,.289,1.9,6.7,23.5,.568,3.4,5.9,3.8,21,18,600,1.1,96,24.7,2.2,4.3,4.7,Dennis Smith,21,Dennis Smith,PG
8.0,0.4,4.8,.419,8.1,.455,6.3,14.0,.326,1.7,5.3,19.3,.758,1.9,2.4,4.3,56,0,1251,0.9,105,19.7,1.1,2.4,5.7,Ish Smith,30,Ish Smith,PG
4.7,0.7,4.0,.342,6.0,.375,3.4,8.9,.308,2.7,8.7,17.7,.800,1.8,2.2,4.3,11,4,222,0.0,91,16.6,2.5,2.5,4.0,J.R. Smith,33,J.R. Smith,SG
3.5,1.7,8.9,.356,5.2,.364,3.0,8.2,.346,2.2,6.4,14.6,.875,3.5,4.0,7.4,20,1,190,4.0,100,16.1,0.7,3.2,12.9,Jason Smith,32,Jason Smith,PF-C
4.4,1.8,9.5,.405,5.5,.407,4.0,9.8,.400,1.5,3.6,13.5,.833,3.6,4.4,7.6,12,1,130,4.0,110,16.0,0.4,2.5,13.5,Jason Smith,32,Jason Smith,C
1.2,2.3,9.3,.308,4.6,.250,1.2,4.6,.333,3.5,10.5,15.1,1.000,2.3,2.3,7.0,6,0,40,3.5,80,15.1,2.3,5.8,12.8,Jason Smith,32,Jason Smith,PF
2.3,0.0,4.6,.222,4.6,.000,0.0,4.6,.286,4.6,16.3,20.9,1.000,4.6,4.6,7.0,2,0,20,4.6,93,18.6,0.0,2.3,9.3,Jason Smith,32,Jason Smith,C
4.3,0.9,4.3,.412,6.0,.444,3.4,7.7,.375,2.6,6.8,14.5,.750,2.6,3.4,3.4,6,2,111,1.3,105,17.0,0.9,2.6,5.5,Zhaire Smith,19,Zhaire Smith,SG
2.4,0.6,4.6,.452,5.8,.522,2.9,5.6,.397,2.9,7.3,12.9,.881,1.3,1.5,3.2,74,12,1304,1.0,119,15.8,0.9,0.8,5.6,Tony Snell,27,Tony Snell,SF
1.6,2.6,10.6,.532,8.1,.568,8.1,14.2,.000,0.0,1.0,15.2,.333,1.3,3.9,7.4,14,3,148,4.8,99,17.4,2.9,2.9,15.5,Ray Spalding,21,Ray Spalding,PF
0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1,0,1,0.0,,0.0,0.0,0.0,0.0,Ray Spalding,21,Ray Spalding,PF
1.6,2.6,10.7,.532,8.1,.568,8.1,14.3,.000,0.0,1.0,15.3,.333,1.3,3.9,7.5,13,3,147,4.9,99,17.5,2.9,2.9,15.6,Ray Spalding,21,Ray Spalding,PF
2.7,1.4,7.0,.402,5.6,.466,3.1,6.7,.344,2.5,7.3,14.0,.711,1.8,2.6,3.8,46,11,805,4.1,110,15.6,1.5,1.8,11.1,Omari Spellman,21,Omari Spellman,PF
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.9,0.3,5.2,.402,6.5,.440,3.2,7.2,.372,3.4,9.0,16.3,.891,2.7,3.1,2.4,68,0,1015,0.9,108,19.2,1.0,2.5,6.1,Nik Stauskas,25,Nik Stauskas,SG
4.5,0.3,5.0,.419,6.9,.510,3.8,7.5,.344,3.1,9.0,16.5,.889,2.3,2.6,2.2,44,0,673,0.7,106,19.2,1.0,2.9,5.8,Nik Stauskas,25,Nik Stauskas,SG
2.8,0.4,5.7,.367,5.8,.283,1.9,6.7,.429,3.9,9.1,15.8,.893,3.6,4.1,2.8,24,0,342,1.2,111,19.2,1.0,1.6,6.8,Nik Stauskas,25,Nik Stauskas,SG
0.0,0.0,0.0,.500,7.1,.500,7.1,14.2,,0.0,0.0,14.2,,0.0,0.0,0.0,1,0,7,0.0,60,14.2,7.1,7.1,0.0,D.J. Stephens,28,D.J. Stephens,SG
5.8,0.3,7.6,.426,7.6,.472,4.6,9.7,.371,3.0,8.2,17.9,.685,2.1,3.0,4.6,68,3,1123,1.3,101,20.3,1.7,3.6,8.9,Lance Stephenson,28,Lance Stephenson,SG
2.3,1.2,3.5,.344,5.1,.405,3.5,8.6,.259,1.6,6.3,14.9,.625,3.5,5.6,6.1,23,2,210,2.1,91,15.4,2.8,2.3,5.6,Edmond Sumner,23,Edmond Sumner,PG
3.0,0.3,12.7,.340,4.9,.370,4.6,12.4,.143,0.3,1.9,14.3,.667,1.6,2.4,7.6,21,0,178,4.6,78,11.6,1.6,4.9,17.3,Caleb Swanigan,21,Caleb Swanigan,PF
2.3,0.0,13.0,.318,4.7,.333,4.3,13.0,.200,0.3,1.7,14.7,.857,2.0,2.3,7.3,18,0,145,4.3,75,11.7,1.3,5.3,17.4,Caleb Swanigan,21,Caleb Swanigan,PF
5.6,1.4,11.3,.444,5.6,.571,5.6,9.9,.000,0.0,2.8,12.7,.000,0.0,2.8,8.5,3,0,33,5.6,96,11.3,2.8,2.8,16.9,Caleb Swanigan,21,Caleb Swanigan,PF
3.3,1.1,8.0,.450,9.1,.483,6.9,14.2,.373,2.3,6.1,20.3,.855,3.8,4.5,3.3,79,79,2455,1.4,107,24.4,1.6,2.4,9.4,Jayson Tatum,20,Jayson Tatum,SF
13.0,0.7,3.4,.423,6.7,.453,5.3,11.8,.333,1.3,4.0,15.8,.804,4.7,5.8,3.4,42,41,1264,0.6,112,19.3,1.6,3.7,4.0,Jeff Teague,30,Jeff Teague,PG
2.5,0.7,4.5,.422,5.0,.515,2.8,5.5,.341,2.2,6.3,11.9,.748,1.9,2.6,4.9,75,55,2040,0.7,103,14.1,1.8,1.7,5.2,Garrett Temple,32,Garrett Temple,SG
2.2,0.8,4.4,.429,5.4,.520,3.0,5.7,.352,2.4,6.8,12.6,.750,1.9,2.5,4.4,49,49,1530,0.6,103,15.0,1.6,1.8,4.9,Garrett Temple,32,Garrett Temple,SG
3.4,0.5,5.0,.396,3.9,.500,2.4,4.8,.296,1.5,5.0,9.8,.742,2.1,2.9,6.5,26,6,510,0.9,106,11.4,2.4,1.5,5.9,Garrett Temple,32,Garrett Temple,SG
10.1,0.3,4.1,.425,5.3,.538,2.2,4.1,.370,3.1,8.5,12.6,.571,1.3,2.2,8.5,15,0,150,0.9,94,15.1,0.9,6.6,5.0,Miloš Teodosić,31,Miloš Teodosić,PG
5.2,0.9,2.2,.308,5.2,.364,3.5,9.5,.235,1.7,7.3,16.8,.500,1.3,2.6,6.9,14,0,111,0.4,74,13.4,1.3,4.3,2.6,Jared Terrell,23,Jared Terrell,SG
4.2,0.0,8.3,.571,8.3,.571,8.3,14.6,,0.0,0.0,14.6,.500,4.2,8.3,8.3,3,0,23,6.2,107,20.8,6.2,4.2,14.6,Emanuel Terry,22,Emanuel Terry,PF
2.4,0.0,9.5,.667,9.5,.667,9.5,14.3,,0.0,0.0,14.3,.500,2.4,4.8,9.5,2,0,20,4.8,107,21.5,7.2,4.8,14.3,Emanuel Terry,22,Emanuel Terry,PF
16.3,0.0,0.0,.000,0.0,.000,0.0,16.3,,0.0,0.0,16.3,.500,16.3,32.6,0.0,1,0,3,16.3,105,16.3,0.0,0.0,16.3,Emanuel Terry,22,Emanuel Terry,PF
3.6,2.2,7.3,.549,7.7,.603,6.4,10.6,.388,1.4,3.6,14.1,.737,3.0,4.0,8.5,66,2,908,4.6,128,19.8,1.1,1.8,11.9,Daniel Theis,26,Daniel Theis,C
6.2,0.3,2.2,.343,9.2,.393,6.0,15.2,.279,3.3,11.7,26.9,.630,4.6,7.3,4.6,12,0,181,1.4,88,26.3,1.4,4.9,3.5,Isaiah Thomas,29,Isaiah Thomas,SG
2.0,1.3,4.0,.319,5.6,.353,3.0,8.6,.286,2.5,8.8,17.4,.636,1.8,2.8,5.6,26,0,195,1.0,91,15.4,1.8,1.0,5.1,Khyri Thomas,22,Khyri Thomas,SG
1.7,0.4,5.9,.396,4.8,.475,3.4,7.3,.278,1.4,4.9,12.1,.750,1.7,2.2,5.1,46,17,783,1.3,97,12.6,1.0,1.5,7.2,Lance Thomas,30,Lance Thomas,PF
3.3,0.8,4.7,.467,11.8,.516,7.4,14.4,.402,4.3,10.7,25.2,.816,2.3,2.8,2.8,78,78,2652,0.7,110,30.1,1.5,2.1,5.4,Klay Thompson,28,Klay Thompson,SG
3.6,0.7,11.0,.529,8.3,.529,8.3,15.8,,0.0,0.0,15.8,.642,2.8,4.4,3.7,43,40,1198,7.2,117,19.5,1.2,2.4,18.2,Tristan Thompson,27,Tristan Thompson,C
2.7,1.1,5.9,.347,2.6,.412,2.1,5.1,.200,0.5,2.3,7.4,.735,3.8,5.1,6.2,64,1,313,0.8,88,9.3,2.1,3.0,6.6,Sindarius Thornwell,24,Sindarius Thornwell,SG
2.0,0.9,7.2,.382,4.4,.409,0.8,2.0,.377,3.6,9.5,11.5,.783,2.1,2.7,4.0,65,0,1079,0.7,110,14.5,0.8,1.6,7.9,Anthony Tolliver,33,Anthony Tolliver,PF
4.9,2.4,13.0,.518,12.8,.562,10.1,18.1,.400,2.7,6.7,24.7,.836,7.1,8.5,5.5,77,77,2545,5.0,118,35.4,1.3,4.5,18.0,Karl-Anthony Towns,23,Karl-Anthony Towns,C
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2,0.9,4.4,.320,7.0,.379,4.8,12.7,.238,2.2,9.2,21.8,.429,1.3,3.1,1.7,15,1,111,0.4,81,17.5,0.4,1.7,4.8,Gary Trent,20,Gary Trent,SG
3.9,0.5,5.5,.448,7.7,.466,5.9,12.8,.394,1.7,4.4,17.1,.803,5.9,7.4,3.9,64,3,1459,1.0,104,23.0,0.9,3.8,6.5,Allonzo Trier,23,Allonzo Trier,SG
1.7,0.7,6.3,.396,3.6,.449,1.1,2.4,.377,2.6,6.8,9.2,.695,0.7,1.0,4.4,82,82,2802,2.1,114,10.5,2.3,1.1,8.4,P.J. Tucker,33,P.J. Tucker,PF
8.5,0.5,8.8,.460,6.2,.494,5.8,11.8,.212,0.3,1.6,13.4,.708,2.3,3.2,3.3,73,2,1605,1.1,105,14.9,1.0,3.4,9.9,Evan Turner,30,Evan Turner,PG
2.7,4.6,9.9,.487,8.8,.521,7.0,13.5,.388,1.8,4.5,18.0,.736,3.4,4.6,4.5,74,74,2119,2.3,110,22.7,1.4,2.3,12.3,Myles Turner,22,Myles Turner,C
4.2,4.6,9.4,.694,7.5,.694,7.5,10.8,,0.0,0.0,10.8,.633,2.8,4.5,5.4,51,1,320,4.0,135,17.8,1.5,1.9,13.5,Ekpe Udoh,31,Ekpe Udoh,C
0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1,0,1,0.0,,0.0,0.0,0.0,0.0,Tyler Ulis,23,Tyler Ulis,PG
3.1,2.4,14.0,.559,13.5,.586,12.8,21.9,.292,0.6,2.1,24.0,.795,6.6,8.3,6.5,49,27,1091,4.7,114,34.1,0.8,4.0,18.7,Jonas Valančiūnas,26,Jonas Valančiūnas,C
2.5,2.0,13.8,.575,12.7,.611,11.9,19.5,.300,0.8,2.5,22.0,.819,6.5,8.0,7.0,30,10,564,4.6,121,32.6,1.1,3.3,18.4,Jonas Valančiūnas,26,Jonas Valančiūnas,C
3.9,2.8,14.2,.545,14.3,.563,13.9,24.6,.278,0.5,1.7,26.3,.769,6.6,8.6,6.0,19,17,527,4.9,109,35.7,0.6,4.8,19.1,Jonas Valančiūnas,26,Jonas Valančiūnas,C
2.1,0.7,11.4,.474,6.4,.500,6.4,12.8,.000,0.0,0.7,13.5,.600,4.3,7.1,5.7,17,0,69,5.0,90,17.1,4.3,5.7,16.4,Jarred Vanderbilt,19,Jarred Vanderbilt,PF
8.4,0.5,4.0,.410,6.7,.441,3.6,8.3,.378,3.0,8.1,16.3,.843,2.6,3.1,3.0,64,28,1760,0.6,114,19.1,1.6,2.2,4.5,Fred VanVleet,24,Fred VanVleet,PG
3.6,1.4,11.6,.470,5.8,.531,4.5,8.5,.336,1.3,3.8,12.3,.712,3.1,4.4,4.9,68,57,1722,3.2,111,16.0,1.3,2.5,14.8,Noah Vonleh,23,Noah Vonleh,PF
6.0,1.7,14.3,.518,13.7,.549,12.0,21.9,.364,1.6,4.5,26.4,.789,3.5,4.4,3.1,80,80,2510,4.4,115,32.5,1.6,3.1,18.7,Nikola Vučević,28,Nikola Vučević,C
7.8,1.0,5.6,.433,10.8,.472,8.6,18.1,.330,2.2,6.8,24.9,.708,4.3,6.0,3.1,72,2,1885,1.8,102,28.1,1.5,4.3,7.4,Dwyane Wade,37,Dwyane Wade,SG
2.5,1.4,7.1,.415,7.4,.521,5.1,9.8,.286,2.3,8.0,17.8,.811,4.5,5.5,5.9,43,5,446,1.8,96,21.6,1.1,4.1,8.9,Moritz Wagner,21,Moritz Wagner,C
5.2,0.4,4.7,.414,8.5,.471,3.8,8.1,.377,4.7,12.4,20.5,.500,0.9,1.9,3.1,44,28,1138,0.3,102,22.6,1.2,2.7,5.0,Dion Waiters,27,Dion Waiters,SG
8.2,0.6,5.2,.434,12.4,.494,8.0,16.2,.356,4.4,12.4,28.6,.844,6.5,7.6,2.2,82,82,2863,0.9,112,35.7,1.7,3.6,6.1,Kemba Walker,28,Kemba Walker,PG
3.7,1.2,7.0,.348,6.6,.333,4.6,13.7,.385,2.1,5.4,19.0,.800,3.3,4.1,2.9,17,0,118,0.0,93,18.6,2.9,1.7,7.0,Lonnie Walker,20,Lonnie Walker,SG
12.0,1.2,4.3,.444,10.5,.507,8.3,16.4,.302,2.2,7.2,23.7,.697,5.2,7.5,3.0,32,32,1104,0.6,104,28.4,2.1,5.2,5.0,John Wall,28,John Wall,PG
3.2,0.5,6.1,.424,6.9,.444,6.6,14.9,.211,0.3,1.4,16.3,.526,2.3,4.3,6.2,62,0,628,1.5,89,16.4,1.6,2.7,7.6,Tyrone Wallace,24,Tyrone Wallace,PG
3.5,0.6,5.3,.441,7.8,.498,4.1,8.3,.390,3.7,9.4,17.7,.819,2.8,3.5,4.2,55,47,1552,0.7,106,22.1,1.6,3.0,5.9,Taurean Waller-Prince,24,Taurean Waller-Prince,SF
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.9,0.3,5.3,.476,7.0,.515,4.8,9.3,.410,2.2,5.5,14.7,.857,3.4,3.9,4.8,36,0,343,0.4,118,19.7,1.7,2.7,5.8,Brad Wanamaker,29,Brad Wanamaker,PG
2.2,1.0,5.0,.486,10.4,.510,7.7,15.1,.428,2.7,6.3,21.5,.815,3.5,4.4,4.2,43,36,1360,1.1,111,27.1,1.8,1.8,6.1,T.J. Warren,25,T.J. Warren,SF
2.7,0.4,6.5,.333,3.1,.458,2.2,4.7,.208,1.0,4.7,9.4,.750,0.6,0.8,3.1,18,3,254,1.6,89,7.8,2.5,1.4,8.0,Julian Washburn,27,Julian Washburn,SF
2.3,0.3,7.7,.294,4.3,.371,3.7,10.0,.125,0.6,4.6,14.6,.700,2.0,2.9,3.1,15,0,174,1.1,76,11.1,1.1,1.7,8.9,Yuta Watanabe,24,Yuta Watanabe,SF
6.8,0.0,5.5,.538,9.6,.667,5.5,8.2,.429,4.1,9.6,17.7,.500,1.4,2.7,4.1,11,0,36,0.0,130,24.6,0.0,1.4,5.5,Thomas Welsh,22,Thomas Welsh,C
13.9,0.6,12.4,.428,11.2,.481,9.1,18.8,.290,2.1,7.3,26.1,.656,5.3,8.0,4.3,73,73,2630,1.9,105,29.7,2.5,5.8,14.3,Russell Westbrook,30,Russell Westbrook,PG
7.4,1.3,6.0,.479,7.3,.529,6.0,11.3,.338,1.4,4.0,15.3,.772,2.7,3.5,4.1,67,55,1728,1.0,111,18.7,1.9,2.7,7.0,Derrick White,24,Derrick White,PG
0.0,0.0,7.9,.000,0.0,,0.0,0.0,.000,0.0,15.8,15.8,,0.0,0.0,0.0,3,0,6,7.9,40,0.0,0.0,0.0,15.8,Okaro White,26,Okaro White,PF
1.6,4.0,16.3,.571,11.3,.581,11.3,19.4,.125,0.1,0.5,19.8,.449,3.2,7.1,5.6,72,53,1674,7.5,112,25.9,1.3,2.8,23.8,Hassan Whiteside,29,Hassan Whiteside,C
3.5,0.9,5.1,.412,9.4,.441,7.2,16.2,.339,2.2,6.6,22.8,.699,3.9,5.6,2.9,73,73,2543,1.6,100,24.9,1.3,2.6,6.6,Andrew Wiggins,23,Andrew Wiggins,SF
5.5,0.0,27.5,.615,14.6,.667,14.6,22.0,.000,0.0,1.8,23.8,.500,3.7,7.3,3.7,5,0,26,7.3,128,33.0,1.8,1.8,34.8,Alan Williams,26,Alan Williams,PF
4.5,0.0,2.6,.486,6.4,.632,4.5,7.1,.313,1.9,6.0,13.1,.000,0.0,0.4,6.0,15,0,128,0.4,107,14.6,2.2,1.9,3.0,C.J. Williams,28,C.J. Williams,SG
1.6,0.9,6.4,.591,8.1,.602,8.1,13.5,.000,0.0,0.3,13.8,.563,3.4,6.0,7.8,24,0,372,6.0,120,19.6,1.0,2.0,12.4,Johnathan Williams,23,Johnathan Williams,C
3.6,0.8,7.1,.384,4.6,.447,2.4,5.3,.333,2.2,6.7,12.0,.684,0.6,0.8,4.1,46,29,1079,2.4,105,12.0,1.9,1.6,9.4,Kenrich Williams,24,Kenrich Williams,SF
9.5,0.3,4.3,.425,11.5,.447,9.0,20.1,.361,2.5,6.9,26.9,.876,10.1,11.5,1.9,75,1,1993,0.9,112,35.5,1.3,4.3,5.3,Lou Williams,32,Lou Williams,SG
2.1,1.4,7.5,.422,6.3,.500,3.1,6.2,.366,3.2,8.7,14.9,.767,1.5,2.0,3.6,75,75,2133,1.7,112,17.2,1.6,1.1,9.3,Marvin Williams,32,Marvin Williams,PF
1.2,6.8,9.2,.706,6.1,.706,6.1,8.7,,0.0,0.0,8.7,.600,1.5,2.6,6.1,32,2,283,4.6,132,13.8,1.5,1.7,13.8,Robert Williams,21,Robert Williams,C
1.6,1.2,7.0,.449,6.6,.556,4.5,8.1,.318,2.1,6.6,14.6,.600,1.3,2.2,5.5,21,0,312,1.8,106,16.6,1.5,1.3,8.8,Troy Williams,24,Troy Williams,SF
2.7,1.1,9.3,.414,5.5,.468,3.1,6.5,.362,2.4,6.7,13.2,.553,1.4,2.5,4.5,48,3,882,2.4,106,14.8,0.9,1.7,11.7,D.J. Wilson,22,D.J. Wilson,PF
7.0,0.5,7.3,.433,8.1,.462,5.7,12.3,.375,2.4,6.4,18.7,.628,2.1,3.4,4.4,66,52,1959,1.6,102,20.7,1.8,3.5,8.9,Justise Winslow,22,Justise Winslow,SF
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,1.9,12.2,.521,11.3,.571,9.6,16.9,.346,1.7,4.8,21.7,.732,7.6,10.4,3.1,21,2,251,3.1,114,31.8,1.3,3.1,15.4,Christian Wood,23,Christian Wood,PF
1.5,0.0,12.0,.480,9.0,.450,6.7,15.0,.600,2.2,3.7,18.7,.667,7.5,11.2,2.2,13,0,62,3.0,115,27.7,0.0,2.2,15.0,Christian Wood,23,Christian Wood,PF
1.5,2.5,12.3,.533,12.0,.606,10.6,17.5,.286,1.5,5.2,22.6,.756,7.6,10.1,3.4,8,2,189,3.2,114,33.2,1.7,3.4,15.5,Christian Wood,23,Christian Wood,PF
7.1,0.9,5.7,.434,6.9,.492,5.5,11.2,.298,1.4,4.8,16.0,.793,3.4,4.3,3.0,75,13,1699,2.0,112,18.7,2.5,2.2,7.6,Delon Wright,26,Delon Wright,PG
5.9,0.8,4.6,.433,6.8,.478,5.2,10.8,.333,1.6,4.8,15.7,.869,2.8,3.3,2.8,49,2,897,2.1,113,18.0,2.5,2.0,6.7,Delon Wright,26,Delon Wright,PG
8.6,0.9,6.9,.434,7.1,.508,5.9,11.6,.256,1.2,4.8,16.4,.742,4.1,5.5,3.1,26,11,802,1.8,110,19.6,2.6,2.5,8.7,Delon Wright,26,Delon Wright,PG
2.9,1.3,5.8,.455,6.7,.531,5.0,9.4,.321,1.7,5.4,14.8,.682,2.9,4.2,6.1,41,1,251,4.4,108,18.0,1.5,2.9,10.2,Guerschon Yabusele,23,Guerschon Yabusele,PF
2.7,1.3,1.3,.333,4.0,.000,0.0,1.3,.375,4.0,10.6,11.9,,0.0,0.0,5.3,4,0,37,0.0,89,11.9,0.0,2.7,1.3,Nick Young,33,Nick Young,SG
4.0,0.7,6.5,.527,8.7,.564,7.7,13.7,.349,1.0,2.9,16.5,.644,1.7,2.7,3.8,81,81,2489,3.8,113,20.1,2.4,2.4,10.3,Thaddeus Young,30,Thaddeus Young,PF
12.1,0.3,4.4,.418,9.7,.477,6.8,14.3,.324,2.9,8.9,23.2,.829,6.3,7.6,2.6,81,81,2503,1.2,107,28.6,1.3,5.7,5.6,Trae Young,20,Trae Young,PG
4.0,1.6,8.7,.551,7.4,.570,7.2,12.6,.273,0.2,0.9,13.5,.787,4.3,5.5,6.4,49,47,1243,4.3,123,19.4,1.5,2.4,13.0,Cody Zeller,26,Cody Zeller,C
2.1,1.6,6.9,.533,8.5,.552,8.5,15.4,.000,0.0,0.5,15.9,.778,7.4,9.5,10.6,6,1,93,5.8,123,24.4,0.5,2.1,12.7,Tyler Zeller,29,Tyler Zeller,C
4.2,0.0,16.8,.000,0.0,.000,0.0,4.2,.000,0.0,4.2,8.4,,0.0,0.0,16.8,2,0,11,8.4,82,0.0,0.0,0.0,25.2,Tyler Zeller,29,Tyler Zeller,C
1.8,1.8,5.5,.571,9.7,.571,9.7,17.0,,0.0,0.0,17.0,.778,8.5,10.9,9.7,4,1,82,5.5,126,27.9,0.6,2.4,10.9,Tyler Zeller,29,Tyler Zeller,C
2.4,1.0,9.7,.553,8.4,.553,8.4,15.2,,0.0,0.0,15.2,.705,4.3,6.1,5.2,59,25,1082,5.0,116,21.1,0.6,2.8,14.7,Ante Žižić,22,Ante Žižić,C
2.8,2.3,11.1,.559,9.6,.559,9.6,17.1,,0.0,0.0,17.1,.802,4.6,5.7,6.2,59,37,1040,5.2,116,23.7,0.6,3.2,16.3,Ivica Zubac,21,Ivica Zubac,C
2.3,2.4,9.7,.580,10.1,.580,10.1,17.4,,0.0,0.0,17.4,.864,5.1,6.0,6.6,33,12,516,4.9,120,25.3,0.4,3.0,14.6,Ivica Zubac,21,Ivica Zubac,C
3.4,2.2,12.5,.538,9.0,.538,9.0,16.8,,0.0,0.0,16.8,.733,4.0,5.4,5.8,26,25,524,5.5,113,22.0,0.9,3.3,18.0,Ivica Zubac,21,Ivica Zubac,C
